time,Strain_1,Replicate,CFU_Strain_1,Strain_2,replicate,CFU_Strain_2
55,17B2,2,26666.66667,177,2,3333333.333
55,17B2,3,13333.33333,177,3,3333333.333
55,0092a,1,8666666.667,253,1,6666666.667
55,0092a,2,10666666.67,253,2,4000000
55,0092a,3,4666666.667,253,3,1333333.333
55,0092a,1,6000000,163,1,17333333.33
55,0092a,2,15333333.33,163,2,16666666.67
55,0092a,3,10000000,163,3,16666666.67
55,0092a,1,9333333.333,228,1,4000000
55,0092a,2,6666666.667,228,2,1600000
55,0092a,3,4666666.667,228,3,2666666.667
55,0092a,1,14000000,177,1,1266666.667
55,0092a,2,19333333.33,177,2,1200000
55,0092a,3,18000000,177,3,1600000
55,232,1,24000000,253,1,2666666.667
55,232,2,24000000,253,2,3333333.333
55,232,3,26666666.67,253,3,6666666.667
55,232,1,20000000,163,1,18000000
55,232,2,20000000,163,2,17333333.33
55,232,3,28000000,163,3,15333333.33
69,17B2,1,73333.33333,253,1,6666666.667
69,17B2,2,46666.66667,253,2,6000000
69,17B2,3,40000,253,3,7333333.333
69,17B2,1,40000,163,1,19333333.33
69,17B2,2,40000,163,2,18666666.67
69,17B2,3,80000,163,3,26000000
69,17B2,1,6666.666667,228,1,3333333.333
69,17B2,2,6666.666667,228,2,4666666.667
69,17B2,3,13333.33333,228,3,2000000
69,17B2,1,13333.33333,177,1,2000000
69,17B2,2,20000,177,2,4666666.667
69,17B2,3,6666.666667,177,3,4666666.667
69,0092a,1,9333333.333,253,1,6000000
69,0092a,2,10000000,253,2,4000000
69,0092a,3,8000000,253,3,4000000
69,0092a,1,10666666.67,163,1,22666666.67
69,0092a,2,7333333.333,163,2,25333333.33
69,0092a,3,12000000,163,3,24000000
69,0092a,1,6666666.667,228,1,7333333.333
69,0092a,2,13333333.33,228,2,6666666.667
69,0092a,3,6666666.667,228,3,7333333.333
69,0092a,1,33333333.33,177,1,4000000
69,0092a,2,40000000,177,2,3333333.333
69,0092a,3,33333333.33,177,3,2666666.667
69,232,1,46666666.67,253,1,6666666.667
69,232,2,26666666.67,253,2,6666666.667
69,232,3,33333333.33,253,3,4666666.667
69,232,1,40000000,163,1,22000000
69,232,2,33333333.33,163,2,28000000
69,232,3,33333333.33,163,3,24000000
0,232,1,1633.333333,228,1,800
0,232,2,1366.666667,228,2,866.6666667
0,232,3,1466.666667,228,3,700
0,232,1,1266.666667,177,1,333.3333333
0,232,2,1266.666667,177,2,366.6666667
0,232,3,1466.666667,177,3,433.3333333
0,460,1,9666.666667,253,1,966.6666667
0,460,2,10000,253,2,766.6666667
0,460,3,8333.333333,253,3,700
0,460,1,8666.666667,163,1,433.3333333
0,460,2,9333.333333,163,2,533.3333333
0,460,3,8666.666667,163,3,300
0,460,1,6666.666667,228,1,933.3333333
0,460,2,3333.333333,228,2,1000
0,460,3,10000,228,3,1333.333333
0,460,1,5000,177,1,700
0,460,2,8000,177,2,500
0,460,3,7000,177,3,500
0,550,1,1266.666667,253,1,1433.333333
0,550,2,1333.333333,253,2,1466.666667
0,550,3,766.6666667,253,3,1266.666667
0,550,1,1066.666667,163,1,233.3333333
0,550,2,1033.333333,163,2,233.3333333
0,550,3,1433.333333,163,3,266.6666667
0,550,1,1300,228,1,533.3333333
0,550,2,1366.666667,228,2,633.3333333
0,550,3,1100,228,3,600
0,550,1,1133.333333,177,1,466.6666667
0,550,2,1033.333333,177,2,433.3333333
0,550,3,1133.333333,177,3,400
6,232,1,1333.333333,228,1,2000
6,232,2,4000,228,2,1333.333333
6,232,3,666.6666667,228,3,2000
6,232,1,3333.333333,177,1,1333.333333
6,232,2,666.6666667,177,2,666.6666667
6,232,3,666.6666667,177,3,3333.333333
6,460,1,66666.66667,253,1,3333.333333
6,460,2,46666.66667,253,2,3333.333333
6,460,3,46666.66667,253,3,4666.666667
6,460,1,0,163,1,0
6,460,2,53333.33333,163,2,2000
6,460,3,66666.66667,163,3,666.6666667
6,460,1,66666.66667,228,1,666.6666667
6,460,2,40000,228,2,2000
6,460,3,60000,228,3,0
6,460,1,66666.66667,177,1,666.6666667
6,460,2,46666.66667,177,2,2000
6,460,3,120000,177,3,1333.333333
6,550,1,0,253,1,666.6666667
6,550,2,0,253,2,666.6666667
6,550,3,0,253,3,666.6666667
6,550,1,666.6666667,163,1,1333.333333
6,550,2,1333.333333,163,2,666.6666667
6,550,3,1333.333333,163,3,666.6666667
6,550,1,666.6666667,228,1,666.6666667
6,550,2,666.6666667,228,2,1333.333333
6,550,3,2666.666667,228,3,666.6666667
6,550,1,1333.333333,177,1,1333.333333
6,550,2,0,177,2,0
6,550,3,2000,177,3,2000
18,232,1,166666.6667,228,1,333333.3333
18,232,2,120000,228,2,933333.3333
18,232,3,120000,228,3,666666.6667
18,232,1,160000,177,1,1133333.333
18,232,2,186666.6667,177,2,933333.3333
18,232,3,93333.33333,177,3,1133333.333
18,460,1,2266666.667,253,1,733333.3333
18,460,2,1933333.333,253,2,666666.6667
18,460,3,2666666.667,253,3,533333.3333
18,460,1,0,163,1,0
18,460,2,1200000,163,2,533333.3333
18,460,3,1666666.667,163,3,400000
18,460,1,1533333.333,228,1,266666.6667
18,460,2,1666666.667,228,2,200000
18,460,3,1600000,228,3,200000
18,460,1,1200000,177,1,266666.6667
18,460,2,1266666.667,177,2,933333.3333
18,460,3,600000,177,3,600000
18,550,1,120000,253,1,400000
18,550,2,73333.33333,253,2,466666.6667
18,550,3,100000,253,3,733333.3333
18,550,1,10666.66667,163,1,800000
18,550,2,18000,163,2,1133333.333
18,550,3,18000,163,3,933333.3333
18,550,1,66666.66667,228,1,133333.3333
18,550,2,86666.66667,228,2,273333.3333
18,550,3,80000,228,3,200000
18,550,1,11333.33333,177,1,866666.6667
18,550,2,16000,177,2,1000000
18,550,3,10666.66667,177,3,866666.6667
24,232,1,1666666.667,228,1,7333333.333
24,232,2,2200000,228,2,2666666.667
24,232,3,1466666.667,228,3,1333333.333
24,232,1,1600000,177,1,2666666.667
24,232,2,1333333.333,177,2,2666666.667
24,232,3,1133333.333,177,3,3333333.333
24,460,1,9333333.333,253,1,1333333.333
24,460,2,6666666.667,253,2,1666666.667
24,460,3,7333333.333,253,3,1133333.333
24,460,1,0,163,1,0
24,460,2,3333333.333,163,2,5333333.333
24,460,3,6666666.667,163,3,3333333.333
24,460,1,7333333.333,228,1,1333333.333
24,460,2,5333333.333,228,2,1333333.333
24,460,3,8000000,228,3,866666.6667
24,460,1,3333333.333,177,1,1733333.333
24,460,2,6000000,177,2,1600000
24,460,3,2666666.667,177,3,1400000
24,550,1,733333.3333,253,1,1200000
24,550,2,600000,253,2,666666.6667
24,550,3,400000,253,3,1600000
24,550,1,80000,163,1,3333333.333
24,550,2,73333.33333,163,2,6666666.667
24,550,3,80000,163,3,3333333.333
24,550,1,220000,228,1,4000000
24,550,2,226666.6667,228,2,4666666.667
24,550,3,220000,228,3,2000000
24,550,1,33333.33333,177,1,6000000
24,550,2,40000,177,2,3333333.333
24,550,3,53333.33333,177,3,4666666.667
30,232,1,13333333.33,228,1,1266666.667
30,232,2,14000000,228,2,1466666.667
30,232,3,6666666.667,228,3,1266666.667
30,232,1,6000000,177,1,6666666.667
30,232,2,13333333.33,177,2,3333333.333
30,232,3,6666666.667,177,3,2666666.667
30,460,1,10666666.67,253,1,1533333.333
30,460,2,9333333.333,253,2,1600000
30,460,3,8666666.667,253,3,1266666.667
30,460,1,0,163,1,0
30,460,2,7333333.333,163,2,8666666.667
30,460,3,7333333.333,163,3,6666666.667
30,460,1,9333333.333,228,1,2000000
30,460,2,15333333.33,228,2,3333333.333
30,460,3,10666666.67,228,3,2666666.667
30,460,1,10666666.67,177,1,1333333.333
30,460,2,10666666.67,177,2,1466666.667
30,460,3,7333333.333,177,3,1333333.333
30,550,1,2666666.667,253,1,5333333.333
30,550,2,2666666.667,253,2,2666666.667
30,550,3,2000000,253,3,3333333.333
30,550,1,146666.6667,163,1,8666666.667
30,550,2,160000,163,2,8666666.667
30,550,3,120000,163,3,11333333.33
30,550,1,666666.6667,228,1,2133333.333
30,550,2,533333.3333,228,2,2066666.667
30,550,3,400000,228,3,1333333.333
30,550,1,126666.6667,177,1,9333333.333
30,550,2,126666.6667,177,2,3333333.333
30,550,3,120000,177,3,5333333.333
42,232,1,21333333.33,228,1,4000000
42,232,2,21333333.33,228,2,4666666.667
42,232,3,19333333.33,228,3,4666666.667
42,232,1,12666666.67,177,1,2666666.667
42,232,2,16666666.67,177,2,2000000
42,232,3,17333333.33,177,3,1333333.333
42,460,1,9333333.333,253,1,1333333.333
42,460,2,14000000,253,2,3333333.333
42,460,3,6000000,253,3,2000000
42,460,1,0,163,1,0
42,460,2,12666666.67,163,2,6666666.667
42,460,3,14000000,163,3,11333333.33
42,460,1,8000000,228,1,2666666.667
42,460,2,7333333.333,228,2,2666666.667
42,460,3,6666666.667,228,3,1666666.667
42,460,1,4666666.667,177,1,1400000
42,460,2,8000000,177,2,1466666.667
42,460,3,2666666.667,177,3,1400000
42,550,1,4666666.667,253,1,400000
42,550,2,7333333.333,253,2,466666.6667
42,550,3,6000000,253,3,666666.6667
42,550,1,266666.6667,163,1,14666666.67
42,550,2,200000,163,2,12000000
42,550,3,266666.6667,163,3,13333333.33
42,550,1,1333333.333,228,1,5333333.333
42,550,2,466666.6667,228,2,6000000
42,550,3,600000,228,3,6666666.667
42,550,1,266666.6667,177,1,2666666.667
42,550,2,466666.6667,177,2,3333333.333
42,550,3,333333.3333,177,3,2666666.667
48,232,1,20000000,228,1,4000000
48,232,2,26666666.67,228,2,3333333.333
48,232,3,20000000,228,3,2000000
48,232,1,13333333.33,177,1,1266666.667
48,232,2,20000000,177,2,1000000
48,232,3,13333333.33,177,3,1066666.667
48,460,1,12666666.67,253,1,2000000
48,460,2,14666666.67,253,2,2733333.333
48,460,3,12666666.67,253,3,2200000
48,460,1,0,163,1,0
48,460,2,12000000,163,2,10000000
48,460,3,15333333.33,163,3,7333333.333
48,460,1,12000000,228,1,2466666.667
48,460,2,9333333.333,228,2,1200000
48,460,3,6000000,228,3,1266666.667
48,460,1,9333333.333,177,1,1666666.667
48,460,2,6000000,177,2,1066666.667
48,460,3,5333333.333,177,3,1533333.333
48,550,1,6000000,253,1,4666666.667
48,550,2,5333333.333,253,2,4666666.667
48,550,3,4000000,253,3,2000000
48,550,1,333333.3333,163,1,12000000
48,550,2,466666.6667,163,2,11333333.33
48,550,3,466666.6667,163,3,11333333.33
48,550,1,1266666.667,228,1,2666666.667
48,550,2,1333333.333,228,2,5333333.333
48,550,3,1066666.667,228,3,6000000
48,550,1,466666.6667,177,1,4666666.667
48,550,2,733333.3333,177,2,9333333.333
48,550,3,866666.6667,177,3,9333333.333
55,232,1,15333333.33,228,1,3333333.333
55,232,2,16000000,228,2,2000000
55,232,3,21333333.33,228,3,3333333.333
55,232,1,23333333.33,177,1,533333.3333
55,232,2,20000000,177,2,1066666.667
55,232,3,26666666.67,177,3,1266666.667
55,460,1,16666666.67,253,1,3333333.333
55,460,2,24000000,253,2,1333333.333
55,460,3,18000000,253,3,3333333.333
55,460,1,0,163,1,0
55,460,2,19333333.33,163,2,11333333.33
55,460,3,14666666.67,163,3,10666666.67
55,460,1,12666666.67,228,1,4666666.667
55,460,2,14000000,228,2,4000000
55,460,3,14000000,228,3,2000000
55,460,1,11333333.33,177,1,1866666.667
55,460,2,10666666.67,177,2,1600000
55,460,3,9333333.333,177,3,1066666.667
55,550,1,5333333.333,253,1,2666666.667
55,550,2,7333333.333,253,2,4666666.667
55,550,3,8000000,253,3,6000000
55,550,1,1066666.667,163,1,13333333.33
55,550,2,533333.3333,163,2,13333333.33
55,550,3,200000,163,3,26666666.67
55,550,1,1400000,228,1,6000000
55,550,2,933333.3333,228,2,2666666.667
55,550,3,1133333.333,228,3,4666666.667
55,550,1,1533333.333,177,1,6000000
55,550,2,1466666.667,177,2,4000000
55,550,3,2400000,177,3,5333333.333
69,232,1,17333333.33,228,1,3333333.333
69,232,2,23333333.33,228,2,2666666.667
69,232,3,20000000,228,3,7333333.333
69,232,1,20000000,177,1,933333.3333
69,232,2,24000000,177,2,600000
69,232,3,22666666.67,177,3,1000000
69,460,1,10000000,253,1,2000000
69,460,2,22000000,253,2,5333333.333
69,460,3,19333333.33,253,3,2666666.667
69,460,1,0,163,1,0
69,460,2,8666666.667,163,2,10000000
69,460,3,6666666.667,163,3,13333333.33
69,460,1,20000000,228,1,4666666.667
69,460,2,12000000,228,2,2000000
69,460,3,21333333.33,228,3,1333333.333
69,460,1,12000000,177,1,1000000
69,460,2,12666666.67,177,2,800000
69,460,3,12666666.67,177,3,1200000
69,550,1,13333333.33,253,1,2666666.667
69,550,2,12666666.67,253,2,4666666.667
69,550,3,14000000,253,3,2000000
69,550,1,1000000,163,1,17333333.33
69,550,2,533333.3333,163,2,11333333.33
69,550,3,666666.6667,163,3,14666666.67
69,550,1,1733333.333,228,1,5333333.333
69,550,2,1333333.333,228,2,3333333.333
69,550,3,1400000,228,3,4000000
69,550,1,6000000,177,1,5333333.333
69,550,2,10000000,177,2,4666666.667
69,550,3,12666666.67,177,3,8666666.667
