Strain_1,Strain_2,Replicate,N10,N20,r1,r2,a11,a22,a12,a21
228,163,42,732,333,0.2982333826779481,0.3687165014235806,-1.0058959419419257e-07,-2.714474991089971e-08,-3.620478307768486e-09,-5.408109362930449e-08
228,163,43,994,355,0.29794447155466297,0.37064849803812094,-9.49652011987656e-08,-3.074411421072052e-08,-2.7741024517418733e-09,-3.283791058758285e-08
228,163,44,1237,333,0.3157722781234159,0.37081939165580957,-9.683796728488444e-08,-2.891025805948534e-08,-1.9643660104883274e-08,-8.135729645735304e-08
228,163,45,1178,383,0.3063514423822379,0.38436094847304847,-9.932767596399111e-08,-2.8251780228616105e-08,-5.338808550347424e-09,-6.140452083973819e-08
228,163,46,1060,440,0.3134093943935792,0.36973521897168293,-1.0611792081550998e-07,-3.108544127434996e-08,-1.885730467386878e-09,-2.5939579924716318e-08
228,163,47,969,575,0.30767675650771886,0.377376994435511,-8.348007327905791e-08,-3.0309743599182913e-08,-2.150146111465951e-08,-7.518646743593617e-08
228,163,48,899,455,0.3134093943935792,0.3864019159579324,-1.0611792081550998e-07,-2.734003708466028e-08,-2.823852288530639e-08,-1.4671698717413182e-07
228,163,49,1095,336,0.2982333826779481,0.37490807162403383,-1.0058959419419257e-07,-2.770401978546239e-08,-2.0253799621456955e-08,-1.1186220385496277e-07
228,177,0,723,1105,0.30607564427659517,0.3191060213348129,-9.186951443280887e-08,-9.847364811947572e-08,-8.234849485545446e-08,-1.1783612250741416e-07
228,177,1,705,1840,0.3185676516776901,0.3159675555707896,-9.207407862287155e-08,-1.0147251789052686e-07,-7.998386238738906e-08,-9.895699116238425e-08
228,177,2,945,1650,0.30992835408691655,0.31572583380541874,-9.580868505164555e-08,-1.0613553892641989e-07,-9.138707374405184e-08,-1.1306431866647929e-07
228,177,3,598,1662,0.3110927188474891,0.318414638738437,-9.159300074147303e-08,-9.52746568552163e-08,-8.866361273538483e-08,-1.3318057485503388e-07
228,177,4,777,1650,0.30549675443371593,0.3111964118834172,-9.001238665547884e-08,-1.0148252223337473e-07,-7.336169433483968e-08,-9.498511487255546e-08
228,177,5,692,1249,0.3158507837778072,0.30804122133423506,-9.131486275868882e-08,-8.595767787110308e-08,-7.634674337169821e-08,-1.0257620488195182e-07
228,177,6,725,1652,0.31565016607519514,0.3126825809353032,-9.611062505748043e-08,-1.0171777826024209e-07,-6.309515230308614e-08,-8.992563927623992e-08
228,177,7,572,1674,0.31565016607519514,0.3072966924471745,-9.611062505748043e-08,-9.93224387170531e-08,-5.1184572140866516e-08,-8.609816884163565e-08
228,177,8,960,1169,0.29742199363273725,0.32494787301667605,-9.16384463716468e-08,-1.1047826365205899e-07,-5.975091153183212e-08,-9.909081755334206e-08
228,177,9,536,1801,0.307800746010653,0.3090380594896518,-9.302882552157752e-08,-1.0803178097917879e-07,-9.377491646475892e-08,-1.2290976048774175e-07
228,177,10,816,2098,0.3116299582416704,0.3111964118834172,-8.73081713211886e-08,-1.0148252223337473e-07,-9.669693069919755e-08,-1.1057407514891452e-07
228,177,11,905,1637,0.30853828426360497,0.3131629037407101,-9.700330559211374e-08,-9.952628515274883e-08,-7.051938766491483e-08,-9.367129157403173e-08
228,177,12,885,1692,0.29742199363273725,0.30896188647416256,-9.16384463716468e-08,-1.084282550302243e-07,-8.652686010850451e-08,-1.2143005529190067e-07
228,177,13,829,1846,0.2988695208354898,0.31443412727256126,-7.466725803738768e-08,-1.0476150994133866e-07,-7.579287792142356e-08,-9.348636167513142e-08
228,177,14,867,1931,0.29504692898683205,0.3150028216396975,-8.30986386105918e-08,-1.0466261555225245e-07,-7.672629555923518e-08,-1.125762509963656e-07
228,177,15,729,1649,0.29807073597699796,0.30804122133423506,-1.0064592774406868e-07,-8.595767787110308e-08,-2.8104366574999762e-08,-1.0250620974872037e-07
228,177,16,895,2317,0.30666085231775164,0.30804122133423506,-8.354728755338213e-08,-8.595767787110308e-08,-7.948960863545866e-08,-1.1295758408343497e-07
228,177,17,1077,2066,0.3050499096543021,0.3068731579236006,-8.424240937929481e-08,-9.39334543180236e-08,-1.1378589829234668e-07,-1.4074577255812115e-07
228,177,18,1171,1377,0.2903654358407156,0.3118979871267109,-8.767339090010448e-08,-1.001207233823627e-07,-1.0778456244348577e-07,-1.4558497324091057e-07
228,177,19,848,1536,0.2982333826779481,0.3234369166307497,-1.0058959419419257e-07,-9.845146047369231e-08,-2.594864523379615e-08,-1.0210152683337817e-07
228,177,20,746,1491,0.2961773381121128,0.3201714369302543,-7.70778987429312e-08,-1.0590097615150956e-07,-7.938685741231202e-08,-9.370684548370404e-08
228,177,21,1179,1621,0.2903654358407156,0.3159675555707896,-8.767339090010448e-08,-1.0147251789052686e-07,-6.182081926484969e-08,-9.824309389487872e-08
228,177,22,675,1207,0.3063514423822379,0.32170158804179394,-9.932767596399111e-08,-1.0903081667431122e-07,-2.9087160551278472e-08,-8.824921253464905e-08
228,177,23,743,1806,0.2982333826779481,0.3234369166307497,-1.0058959419419257e-07,-9.845146047369231e-08,-7.916603003173642e-08,-1.3715040397792734e-07
228,177,24,623,1988,0.29742199363273725,0.3048062815393391,-9.16384463716468e-08,-9.309538083799213e-08,-7.652638040333628e-08,-1.1749765200042736e-07
228,177,25,541,1345,0.2976099223614297,0.3125864141803236,-8.805317485525794e-08,-1.0119208910285127e-07,-7.253300366873336e-08,-1.0400134316184283e-07
228,177,26,963,1820,0.29794447155466297,0.2993088238528051,-9.49652011987656e-08,-8.51307890736125e-08,-4.557119734156536e-08,-9.258985697042137e-08
228,177,27,1130,1779,0.2961773381121128,0.3104212731803334,-7.70778987429312e-08,-9.709828496365418e-08,-8.063488822970138e-08,-9.588219007313458e-08
228,177,28,1008,2223,0.2976099223614297,0.2993088238528051,-8.805317485525794e-08,-8.51307890736125e-08,-9.515090741587926e-08,-1.3836641773886693e-07
228,177,29,1108,1928,0.3085762564927793,0.3118979871267109,-8.564688270280877e-08,-1.001207233823627e-07,-1.065179054218436e-07,-1.256678430458861e-07
228,177,30,720,1832,0.29141054157432367,0.31515748165318325,-8.526247729635067e-08,-9.315816173460822e-08,-4.949698427582468e-08,-1.0413496890834191e-07
228,177,31,976,1684,0.29794447155466297,0.31515748165318325,-9.49652011987656e-08,-9.315816173460822e-08,-3.7546737405154795e-08,-9.016254532698288e-08
228,177,32,587,1161,0.3134093943935792,0.3111964118834172,-1.0611792081550998e-07,-1.0148252223337473e-07,-6.480065730435623e-08,-8.722434406842343e-08
228,177,33,641,1320,0.3063514423822379,0.312348594590254,-9.932767596399111e-08,-1.0198345306083554e-07,-3.3623633639613216e-08,-9.474330695205734e-08
228,177,34,629,2154,0.29794447155466297,0.3126825809353032,-9.49652011987656e-08,-1.0171777826024209e-07,-6.024462283251802e-08,-1.1397708510506879e-07
228,177,35,958,2174,0.3098761063241863,0.30896188647416256,-8.351730877790643e-08,-1.084282550302243e-07,-9.711747209438317e-08,-1.088907728429257e-07
228,177,36,553,2153,0.3116299582416704,0.31515748165318325,-8.73081713211886e-08,-9.315816173460822e-08,-8.254238190356176e-08,-1.2329953192189053e-07
228,177,37,826,2108,0.2961773381121128,0.3149179229547673,-7.70778987429312e-08,-9.858194676560184e-08,-7.002816256255868e-08,-9.494260023365663e-08
228,177,38,1258,1513,0.3063514423822379,0.32352578772342067,-9.932767596399111e-08,-1.018045478502098e-07,-8.843461861929857e-08,-1.1802102301859503e-07
228,177,39,633,2016,0.30294066091973815,0.3048062815393391,-8.041985244332548e-08,-9.309538083799213e-08,-5.748723074373878e-08,-9.052809947625577e-08
228,177,40,889,1286,0.3116299582416704,0.31572583380541874,-8.73081713211886e-08,-1.0613553892641989e-07,-8.391905350099797e-08,-8.326174759526008e-08
228,177,41,845,1817,0.30992835408691655,0.3159675555707896,-9.580868505164555e-08,-1.0147251789052686e-07,-4.055174386401244e-08,-8.542340124445335e-08
228,177,42,828,1979,0.3047558202424214,0.30841435345892776,-7.851238167816126e-08,-9.020401890376038e-08,-9.605623671810232e-08,-1.177275081969354e-07
228,177,43,866,1754,0.3083801481046914,0.31515748165318325,-9.683923306275278e-08,-9.315816173460822e-08,-9.080068742906521e-08,-1.2030675916968372e-07
228,177,44,678,2042,0.3074189009272781,0.3126825809353032,-9.555776655741651e-08,-1.0171777826024209e-07,-3.4711829393028094e-08,-8.89580549191806e-08
228,177,45,1261,1913,0.2931226666272092,0.2938157485270281,-7.796943864460863e-08,-8.836075713732003e-08,-1.0508139400489879e-07,-1.1824942440517619e-07
228,177,46,991,1632,0.30992835408691655,0.3060475451752358,-9.580868505164555e-08,-9.380889348309416e-08,-7.36567058961365e-08,-1.0759762081085799e-07
228,177,47,1161,1628,0.30853828426360497,0.3191060213348129,-9.700330559211374e-08,-9.847364811947572e-08,-7.051262641621784e-08,-1.0052120540121044e-07
228,177,48,801,2061,0.3134093943935792,0.29804220127195646,-1.0611792081550998e-07,-9.286355934241644e-08,-3.92989123163197e-08,-8.333576788843528e-08
228,177,49,488,2621,0.3134093943935792,0.2993088238528051,-1.0611792081550998e-07,-8.51307890736125e-08,-6.157308830223248e-08,-1.1917959041531031e-07
228,17B2,0,750,893,0.3143462853936172,0.1682661067501624,-9.422034052903697e-08,-3.3202272746677327e-08,-1.2692728059561187e-08,-6.470413428587632e-08
228,17B2,1,778,605,0.30767675650771886,0.1682661067501624,-8.348007327905791e-08,-3.3202272746677327e-08,-2.516841145018425e-09,-5.420745024806756e-08
228,17B2,2,817,931,0.3116299582416704,0.15802925353082864,-8.73081713211886e-08,-3.53200916406881e-08,-4.8712251426238093e-08,-5.438108800772353e-08
228,17B2,3,781,869,0.30666085231775164,0.1560174520712473,-8.354728755338213e-08,-1.9805152587842364e-08,-2.277877523421834e-08,-5.273072442105602e-08
228,17B2,4,893,836,0.3050499096543021,0.16107009116261783,-8.424240937929481e-08,-4.0214334522014334e-08,-2.4581065314902783e-09,-5.6800602841241114e-08
228,17B2,5,620,1032,0.3143462853936172,0.1560174520712473,-9.422034052903697e-08,-1.9805152587842364e-08,-1.5363053406259046e-09,-6.070307637780259e-08
228,17B2,6,620,850,0.3157722781234159,0.15881731820428646,-9.683796728488444e-08,-3.4184121410033164e-08,-3.2214072358978757e-09,-5.779848035093515e-08
228,17B2,7,540,742,0.3157722781234159,0.16390723088244208,-9.683796728488444e-08,-3.392727238550212e-08,-2.1529213339693184e-07,-6.770268241585878e-08
228,17B2,8,826,911,0.30767675650771886,0.15335173453123074,-8.348007327905791e-08,-2.8918308042455753e-08,-6.873318565421799e-08,-5.343929635495422e-08
228,17B2,9,867,748,0.30992835408691655,0.16052013646885532,-9.580868505164555e-08,-2.9990501649129605e-08,-1.1243455957862501e-09,-5.832561254736537e-08
228,17B2,10,644,968,0.30992835408691655,0.15881731820428646,-9.580868505164555e-08,-3.4184121410033164e-08,-2.66041571164239e-08,-6.33926568225548e-08
228,17B2,11,823,949,0.3098761063241863,0.15978627506687404,-8.351730877790643e-08,-2.255575083893615e-08,-6.463290107044098e-09,-5.2862824066490834e-08
228,17B2,12,760,898,0.3047558202424214,0.15766812208808878,-7.851238167816126e-08,-2.632252375705666e-08,-1.568538958462046e-07,-5.192068247320957e-08
228,17B2,13,555,849,0.3107912139557689,0.1541842830179878,-8.087955536752064e-08,-3.085130355044749e-08,-4.609956970661305e-09,-5.245718011699352e-08
228,17B2,14,716,696,0.30607564427659517,0.15881731820428646,-9.186951443280887e-08,-3.4184121410033164e-08,-1.4098653996352577e-07,-5.818491987788962e-08
228,17B2,15,885,680,0.2988695208354898,0.16162179985228953,-7.466725803738768e-08,-2.3477830023726236e-08,-5.62450658967495e-08,-4.96725530254213e-08
228,17B2,16,519,991,0.3158507837778072,0.155661845646342,-9.131486275868882e-08,-3.1405089019717346e-08,-1.334433603128284e-07,-6.060452867241626e-08
228,17B2,17,922,779,0.3157722781234159,0.15978627506687404,-9.683796728488444e-08,-2.255575083893615e-08,-3.046403517327416e-09,-5.93455635917502e-08
228,17B2,18,549,1009,0.3143462853936172,0.1569807037400145,-9.422034052903697e-08,-3.397386117265338e-08,-1.3030265751704536e-08,-6.026451776857338e-08
228,17B2,19,674,757,0.3071137376441331,0.15546953101278194,-8.631156327227563e-08,-4.679930832656838e-08,-1.317451044874264e-07,-5.69888303116898e-08
228,17B2,20,550,858,0.3143462853936172,0.1536230086213336,-9.422034052903697e-08,-2.319844015968879e-08,-2.559405177392719e-09,-5.531539081864471e-08
228,17B2,21,796,770,0.30607564427659517,0.16069041239462434,-9.186951443280887e-08,-2.9391286570589213e-08,-1.1077659479394064e-06,-6.957207307221007e-08
228,17B2,22,900,715,0.30422369161829366,0.1569807037400145,-8.900905003380652e-08,-3.397386117265338e-08,-1.4011126246793277e-09,-5.529611131371486e-08
228,17B2,23,906,720,0.29764674276842573,0.15785953658152008,-7.823189415505916e-08,-2.8127754113775672e-08,-3.289766788882752e-07,-5.5630915124080936e-08
228,17B2,24,652,967,0.30422369161829366,0.15546953101278194,-8.900905003380652e-08,-4.679930832656838e-08,-2.385797752476326e-08,-6.032991389585086e-08
228,17B2,25,998,1011,0.30666085231775164,0.16107009116261783,-8.354728755338213e-08,-4.0214334522014334e-08,-2.4360239180799487e-07,-5.740194553815909e-08
228,17B2,26,983,892,0.30607564427659517,0.15582978918465118,-9.186951443280887e-08,-2.59539112256539e-08,-2.5708971302268266e-08,-5.712104831073816e-08
228,17B2,27,623,909,0.30992835408691655,0.16052013646885532,-9.580868505164555e-08,-2.9990501649129605e-08,-4.629528597892301e-07,-7.10579174709753e-08
228,17B2,28,719,813,0.30294066091973815,0.15390804898662624,-8.041985244332548e-08,-3.632152883152043e-08,-1.6785321955470288e-08,-5.410210277511066e-08
228,17B2,29,782,1124,0.3158507837778072,0.16511291975390685,-9.131486275868882e-08,-5.0830413714700476e-08,-1.0294003407179465e-08,-6.082006863887968e-08
228,17B2,30,927,868,0.3158507837778072,0.15806030988649278,-9.131486275868882e-08,-3.743075096479568e-08,-1.2436667837150659e-09,-5.221779270787865e-08
228,17B2,31,849,949,0.3014433626332109,0.15954637775138303,-9.875303163252828e-08,-4.254467320302214e-08,-3.063747397923012e-08,-6.621282913638342e-08
228,17B2,32,972,670,0.3116299582416704,0.15978627506687404,-8.73081713211886e-08,-2.255575083893615e-08,-1.1284366428322197e-07,-5.343336220976139e-08
228,17B2,33,633,1024,0.3074189009272781,0.159095623208786,-9.555776655741651e-08,-2.951833057640333e-08,-6.252311042783405e-08,-6.598368219167746e-08
228,17B2,34,710,605,0.3107912139557689,0.15802925353082864,-8.087955536752064e-08,-3.53200916406881e-08,-7.876298867265626e-09,-4.7188604064066726e-08
228,17B2,35,755,833,0.3071137376441331,0.15954637775138303,-8.631156327227563e-08,-4.254467320302214e-08,-4.980236027422222e-08,-5.30388522028085e-08
228,17B2,36,650,824,0.29764674276842573,0.16069041239462434,-7.823189415505916e-08,-2.9391286570589213e-08,-1.768845878666285e-09,-5.5514430400073766e-08
228,17B2,37,507,1006,0.3158507837778072,0.1573483993293383,-9.131486275868882e-08,-4.139480245772152e-08,-3.890341289152758e-07,-6.320510578692598e-08
228,17B2,38,665,1006,0.3158507837778072,0.1541842830179878,-9.131486275868882e-08,-3.085130355044749e-08,-7.548926217371384e-08,-5.31556619430583e-08
228,17B2,39,1041,754,0.29504692898683205,0.1591773232984789,-8.30986386105918e-08,-2.364399725743791e-08,-2.955145921586996e-08,-5.6805266942110546e-08
228,17B2,40,756,1116,0.3134093943935792,0.1547619682102651,-1.0611792081550998e-07,-2.9456810944558606e-08,-9.757899834471728e-09,-6.486585848246048e-08
228,17B2,41,639,891,0.3047558202424214,0.16107009116261783,-7.851238167816126e-08,-4.0214334522014334e-08,-1.147344009021904e-07,-5.344651719399525e-08
228,17B2,42,1052,957,0.3158507837778072,0.15978627506687404,-9.131486275868882e-08,-2.255575083893615e-08,-3.209068264580649e-09,-5.584098665763911e-08
228,17B2,43,989,853,0.29141054157432367,0.15954637775138303,-8.526247729635067e-08,-4.254467320302214e-08,-2.4070994754345916e-08,-6.061978672889676e-08
228,17B2,44,1185,891,0.30294066091973815,0.1682661067501624,-8.041985244332548e-08,-3.3202272746677327e-08,-5.218613127591032e-07,-6.20569192763861e-08
228,17B2,45,920,593,0.29888588787499515,0.16162179985228953,-7.938440922113061e-08,-2.3477830023726236e-08,-2.0315332124016051e-07,-5.2255640228742054e-08
228,17B2,46,925,959,0.3085762564927793,0.1573483993293383,-8.564688270280877e-08,-4.139480245772152e-08,-1.0783665512512225e-07,-5.2464054031320006e-08
228,17B2,47,849,991,0.3063908594385628,0.15978627506687404,-7.764154182004972e-08,-2.255575083893615e-08,-5.573066934389295e-07,-5.5696536010819115e-08
228,17B2,48,802,991,0.3158507837778072,0.15802925353082864,-9.131486275868882e-08,-3.53200916406881e-08,-6.309987603312356e-09,-5.321322362799278e-08
228,17B2,49,693,726,0.29531816379862663,0.15806030988649278,-8.071126303595909e-08,-3.743075096479568e-08,-2.6554208626407216e-09,-5.4696381705400344e-08
232,0092a,0,1529,408,0.22620207849737928,0.35420089732812177,-8.780171676407416e-09,-5.065616775084796e-08,-8.45284700244139e-09,-1.6482516802889007e-09
232,0092a,1,1377,325,0.21938141427236257,0.3627506516045673,-1.0713281315730183e-08,-5.524993679787221e-08,-3.531613174580195e-09,-2.1734954550622794e-09
232,0092a,2,1394,377,0.22314041322359668,0.3510334608502136,-8.001015253038267e-09,-4.992401060500143e-08,-7.893969244515508e-09,-1.3927927613530437e-09
232,0092a,3,1506,489,0.22306462428148455,0.34534154866640165,-1.0058989254721499e-08,-4.859246424901618e-08,-6.441499405636101e-09,-4.232546862420934e-09
232,0092a,4,1471,359,0.21938141427236257,0.3524087869449961,-1.0713281315730183e-08,-4.4429547556346155e-08,-3.3947330948229297e-09,-3.1657689266772704e-09
232,0092a,5,1424,371,0.2170618969978989,0.35055671625601503,-1.063077436325122e-08,-5.7390072279958686e-08,-4.389487656725163e-09,-1.812148978919945e-09
232,0092a,6,1425,455,0.22306462428148455,0.35248435351247487,-1.0058989254721499e-08,-5.634440529944944e-08,-3.83762701765012e-09,-1.890033377551852e-09
232,0092a,7,1568,404,0.21938141427236257,0.35149088462718103,-1.0713281315730183e-08,-4.673888590534407e-08,-3.119778341998335e-09,-6.571268004200325e-09
232,0092a,8,1476,478,0.22311781342273562,0.3438121490178968,-9.040910021246262e-09,-5.2667363773024957e-08,-1.0382891709738288e-08,-2.918317250862804e-09
232,0092a,9,1835,419,0.21756586571532588,0.3542838557565372,-1.1444616330475077e-08,-5.2847610472010095e-08,-2.692273726062039e-09,-1.2058887129429472e-09
232,0092a,10,1648,415,0.21997522360498012,0.3487249381659122,-7.943593723867034e-09,-4.8989680310697754e-08,-8.043457419825484e-09,-2.1421035667396307e-09
232,0092a,11,1467,401,0.21705597778428698,0.34873216998719403,-1.0714272901798046e-08,-4.842412679182993e-08,-1.8443250849899908e-09,-2.6730928784003054e-09
232,0092a,12,1699,411,0.21938141427236257,0.3465778867448991,-1.0713281315730183e-08,-5.2771936610379364e-08,-8.803735566160273e-09,-5.441780056064627e-09
232,0092a,13,1710,409,0.21948341824695716,0.34892530624191187,-8.771458745620672e-09,-4.74760196445315e-08,-6.454529692866402e-09,-2.4840467523420863e-09
232,0092a,14,1396,317,0.22342935632921657,0.36236833851613437,-9.14561833661343e-09,-4.882061479548481e-08,-4.196430057600133e-09,-3.571826130025623e-09
232,0092a,15,1346,517,0.22342935632921657,0.33676255677070377,-9.14561833661343e-09,-4.841895769856306e-08,-6.880899012091864e-09,-1.0010581936377431e-09
232,0092a,16,1603,459,0.21937273510760136,0.3438121490178968,-8.157941848856959e-09,-5.2667363773024957e-08,-6.7581304230172454e-09,-1.1794793586122035e-09
232,0092a,17,1735,442,0.21938141427236257,0.3444688582711454,-1.0713281315730183e-08,-4.5686586970538144e-08,-3.452589029463779e-09,-1.5072599929955285e-09
232,0092a,18,1846,403,0.21756586571532588,0.35652447220267103,-1.1444616330475077e-08,-4.542947285766098e-08,-5.038576385569045e-09,-6.45250989710972e-09
232,0092a,19,1615,534,0.22620207849737928,0.33676255677070377,-8.780171676407416e-09,-4.841895769856306e-08,-7.758753110788799e-09,-1.400852288391797e-09
232,0092a,20,1718,374,0.2170618969978989,0.3438121490178968,-1.063077436325122e-08,-5.2667363773024957e-08,-2.4493509113080035e-09,-1.951865209432747e-09
232,0092a,21,1389,367,0.21948341824695716,0.35080974094676287,-8.771458745620672e-09,-4.9720971448032214e-08,-7.922100678974002e-09,-1.5264151952655144e-09
232,0092a,22,1718,334,0.22306462428148455,0.3487249381659122,-1.0058989254721499e-08,-4.8989680310697754e-08,-4.7174424401716655e-09,-1.5612667792482147e-09
232,0092a,23,1465,511,0.22306462428148455,0.34873216998719403,-1.0058989254721499e-08,-4.842412679182993e-08,-4.777158713601575e-09,-1.060860356792184e-09
232,0092a,24,1609,465,0.22311781342273562,0.33625315379756937,-9.040910021246262e-09,-4.8140928566083737e-08,-9.67419164293822e-09,-6.6368102790751454e-09
232,0092a,25,1486,413,0.21757507845014024,0.33676255677070377,-9.830896366587137e-09,-4.841895769856306e-08,-5.269772561941883e-09,-3.799121551202653e-09
232,0092a,26,1584,312,0.21756586571532588,0.35325766816747406,-1.1444616330475077e-08,-5.285371750180881e-08,-7.581882316911614e-09,-1.5716050456387297e-09
232,0092a,27,1702,478,0.21705597778428698,0.3542838557565372,-1.0714272901798046e-08,-5.2847610472010095e-08,-4.8410476751558955e-09,-1.1879950152166397e-09
232,0092a,28,1432,486,0.22620207849737928,0.35624779247085525,-8.780171676407416e-09,-5.289483639555071e-08,-6.982886041528633e-09,-2.4767659969447264e-09
232,0092a,29,1737,494,0.21938141427236257,0.34087075341377626,-1.0713281315730183e-08,-4.70894035087874e-08,-3.088545654981006e-09,-3.836251488190394e-09
232,0092a,30,1234,343,0.22342935632921657,0.3487249381659122,-9.14561833661343e-09,-4.8989680310697754e-08,-4.5050913476385174e-09,-1.2823317662479496e-09
232,0092a,31,1906,460,0.2170618969978989,0.34283584443897486,-1.063077436325122e-08,-4.734358261229597e-08,-7.012352178695864e-09,-4.403929122296563e-09
232,0092a,32,1731,500,0.22342935632921657,0.3487249381659122,-9.14561833661343e-09,-4.8989680310697754e-08,-8.89600561188535e-09,-2.056934819548834e-09
232,0092a,33,1386,357,0.22034348846508278,0.35712991563564,-7.4145724033438395e-09,-5.0214276420377036e-08,-7.282847224259148e-09,-1.813880935078243e-09
232,0092a,34,1570,479,0.21705597778428698,0.3444688582711454,-1.0714272901798046e-08,-4.5686586970538144e-08,-1.7890739398480476e-09,-3.204627670718716e-09
232,0092a,35,1706,332,0.22232975224934204,0.3586889398525782,-8.184041175928314e-09,-4.431390251582648e-08,-6.804069219955988e-09,-3.808458416822795e-09
232,0092a,36,1722,494,0.22342935632921657,0.34020514890611664,-9.14561833661343e-09,-4.5984764897380105e-08,-6.1689985505829845e-09,-2.464386396784301e-09
232,0092a,37,1310,444,0.21938141427236257,0.34321256414945434,-1.0713281315730183e-08,-4.8876752765166586e-08,-1.081977236957567e-09,-3.822684189819098e-09
232,0092a,38,1940,421,0.21652324410405,0.34534154866640165,-9.1549380779214e-09,-4.859246424901618e-08,-7.899661296355393e-09,-3.6101986349007028e-09
232,0092a,39,1824,296,0.22620207849737928,0.3627506516045673,-8.780171676407416e-09,-5.524993679787221e-08,-9.961598446188936e-09,-4.69677930473258e-09
232,0092a,40,1852,378,0.21937273510760136,0.35330506969232334,-8.157941848856959e-09,-4.5946153769040283e-08,-8.381841886260965e-09,-2.5006629602051857e-09
232,0092a,41,1631,436,0.21652324410405,0.34873216998719403,-9.1549380779214e-09,-4.842412679182993e-08,-7.957796636217655e-09,-3.966896414334831e-09
232,0092a,42,1733,420,0.2143080544413386,0.34613464747152767,-8.098151298373673e-09,-5.061610050444843e-08,-7.442495897959609e-09,-1.314295249475593e-09
232,0092a,43,1977,308,0.2170618969978989,0.36236833851613437,-1.063077436325122e-08,-4.882061479548481e-08,-4.878680553989436e-09,-2.6990848661711035e-09
232,0092a,44,1745,474,0.21756586571532588,0.350060532559899,-1.1444616330475077e-08,-4.583816080331165e-08,-4.724324580332e-09,-1.2226837497146073e-09
232,0092a,45,1966,404,0.21705597778428698,0.35055671625601503,-1.0714272901798046e-08,-5.7390072279958686e-08,-2.9646584961130956e-09,-1.8119310512656282e-09
232,0092a,46,1937,467,0.21938141427236257,0.3520393888487585,-1.0713281315730183e-08,-5.020999183742575e-08,-5.454089624907264e-09,-2.4339673773752926e-09
232,0092a,47,1639,316,0.22137719891867624,0.34727439412248307,-8.294200791586492e-09,-4.505339187281659e-08,-8.06185103244618e-09,-1.7381949083622479e-09
232,0092a,48,1887,439,0.21652324410405,0.3465778867448991,-9.1549380779214e-09,-5.2771936610379364e-08,-4.695162821579597e-09,-1.5938912915955176e-09
232,0092a,49,1588,345,0.21523702774823483,0.3488609335828826,-9.067852410470563e-09,-4.62365584449913e-08,-6.1408046283818605e-09,-2.0082434212193387e-09
232,163,0,3251,608,0.22620207849737928,0.3737232250666763,-8.780171676407416e-09,-2.67921744085026e-08,-1.2468090473995897e-09,-1.019164772403752e-09
232,163,1,3079,500,0.22620207849737928,0.3864019159579324,-8.780171676407416e-09,-2.734003708466028e-08,-1.9119926266802348e-09,-2.8118214469809305e-09
232,163,2,3396,641,0.22314041322359668,0.38436094847304847,-8.001015253038267e-09,-2.8251780228616105e-08,-1.7426781081028692e-09,-1.4341762293911254e-09
232,163,3,3239,739,0.22620207849737928,0.3754027778414545,-8.780171676407416e-09,-2.860142207094455e-08,-1.389942521303889e-09,-1.6623679761113687e-09
232,163,4,3091,624,0.22620207849737928,0.3864019159579324,-8.780171676407416e-09,-2.734003708466028e-08,-2.8811812972471716e-09,-1.031277611122385e-09
232,163,5,3066,539,0.22620207849737928,0.386471794993982,-8.780171676407416e-09,-3.34761877819589e-08,-1.13985939562947e-09,-1.5698287884993599e-09
232,163,6,3119,689,0.22137719891867624,0.38436094847304847,-8.294200791586492e-09,-2.8251780228616105e-08,-1.072746046275545e-09,-1.6060295527598287e-09
232,163,7,2569,678,0.22620207849737928,0.3774510886579492,-8.780171676407416e-09,-2.5676128148795286e-08,-1.7972520658245187e-09,-2.028145120311897e-09
232,163,8,3340,575,0.2202585836418557,0.38252020202749404,-7.944817817567401e-09,-2.875494473363381e-08,-1.2832901705289476e-09,-1.0426286044133747e-09
232,163,9,3696,701,0.22311781342273562,0.3748206727633202,-9.040910021246262e-09,-2.7159520817550555e-08,-1.4089886705826377e-09,-1.0260838324047476e-09
232,163,10,3488,800,0.22314041322359668,0.3774510886579492,-8.001015253038267e-09,-2.5676128148795286e-08,-1.8111068440778935e-09,-2.0490674919036607e-09
232,163,11,3383,864,0.22314041322359668,0.3737232250666763,-8.001015253038267e-09,-2.67921744085026e-08,-1.2983177897103114e-09,-1.363386903650861e-09
232,163,12,3395,619,0.22137719891867624,0.37948973532202024,-8.294200791586492e-09,-3.003297070696475e-08,-1.0525861220913083e-09,-1.260120208706977e-09
232,163,13,3645,740,0.22620207849737928,0.36942317893042764,-8.780171676407416e-09,-2.8911502346577905e-08,-1.0658565193393222e-09,-1.7419803936491264e-09
232,163,14,3319,798,0.22311781342273562,0.3676896794140173,-9.040910021246262e-09,-2.6630084462066757e-08,-1.040477486125742e-09,-1.039496876986195e-09
232,163,15,3679,707,0.22311781342273562,0.3824457009127423,-9.040910021246262e-09,-2.9633364041049534e-08,-1.055955964938833e-09,-2.190097915707032e-09
232,163,16,2993,702,0.22311781342273562,0.37962331063777355,-9.040910021246262e-09,-2.8438639303509522e-08,-1.1089794377870183e-09,-2.3717021306815474e-09
232,163,17,3552,760,0.22342935632921657,0.3812333030944238,-9.14561833661343e-09,-2.8141829960326664e-08,-1.923347278023612e-09,-1.2862126128512365e-09
