Population,F.sanfranciscensis,L.brevis,L.plantarum,C.paralimentarius,A.malorum,S.cerevisiae,W.anomalus,K.humilis,K.servazzii
M0,0.0,0.0,24515426.786398314,2266945.4508224824,0.0,2706048.647547485,2485055.098155119,0.0,0.0
M1,0.0,0.0,24050907.181192733,4358720.538920695,0.0,1931055.7297957055,5857634.660512657,3092.594936363222,0.0
M2,0.0,0.0,23453708.71732332,2438789.0325659984,0.0,2656867.577978759,1411963.9490798358,914997.218856431,0.0
M3,0.0,0.0,28189089.446463473,947614.6887264751,0.0,2340168.8830819284,4288580.150519131,347192.04686501634,0.0
M4,0.0,0.0,26230648.55854179,834735.0689973375,0.0,2520830.177056222,5160859.683609726,0.0,0.0
M5,0.0,0.0,26229747.896483447,105676.02454139567,0.0,2503222.349077411,5262834.102128698,0.0,0.0
M6,0.0,0.0,26402099.859111708,0.0,0.0,869.5681788681991,5593932.896571924,2493875.6752904677,0.0
M7,0.0,0.0,25569799.538436145,2086.261942842866,0.0,2132836.515656826,5445304.720135084,311076.179652698,0.0
M8,0.0,0.0,22640701.225852843,94176.0041270292,2998.5778306600005,2549201.8018552284,7228800.43708394,54.55894786448172,0.0
M9,0.0,0.0,21772864.372569922,331654.3443746002,0.0,2395393.5316241127,7030062.548399092,297471.1581343695,0.0
M10,0.0,0.0,18144099.132099234,3020.1749148662707,0.0,9296.577570130168,10080908.746511554,1030856.4992322007,0.0
M11,0.0,0.0,30471279.98699404,6258461.74445335,0.0,2589693.7986206617,3672402.2433118206,0.0,0.0
M12,0.0,0.0,19273414.69313156,2593924.6061533913,19.001202705853316,2599666.59238354,4690190.123731049,3.485778625147571,0.0
M13,0.0,0.0,24262693.2934397,50936.03978052598,0.0,2508717.144442755,5986217.174834068,518.7069275264632,0.0
M14,0.0,0.0,26413474.300169766,0.0,2951484.083779401,136.43360811420595,9065862.628933745,1322429.0414648454,0.0
M15,0.0,0.0,18786262.291622464,1844369.8320276127,143510.6031774292,1320441.4178009522,5249918.195417925,1179387.6302958555,0.0
M16,0.0,0.0,18851472.693904366,1256071.8471844178,1921555.1597745435,2290115.681156314,5141695.484015383,14693.313658940386,0.0
M17,0.0,0.0,24158238.890255082,424666.34869871894,0.0,2510411.167109345,5662114.797474116,71040.72274758734,0.0
M18,0.0,0.0,25218322.81224039,6018389.470719636,0.0,2469368.676882109,3182444.086385325,162710.08503610388,0.0
M19,0.0,0.0,26937878.783189774,26713.229481554208,3.129807052489368,1720068.5030581641,7152628.72246375,229370.39530709473,0.0
M20,0.0,0.0,25968537.573305484,996296.943411557,0.0,2528762.4340935783,4786553.166801541,0.0,0.0
M21,0.0,0.0,23293087.79006029,36670.098212680736,0.0,2485578.7585911,4998416.154262027,27068.571228018664,0.0
M22,0.0,0.0,30319012.04789795,12179.928605302692,2123761.4283738537,2226889.0561061907,5294273.348667358,0.0,0.0
M23,0.0,0.0,27968517.80879244,118053.71495702513,0.0,2318160.259080931,7597091.71481129,0.0,0.0
M24,3.114254289105639,0.0,19349382.0521651,612361.1953696863,994980.2891646747,2201736.814460428,5294187.993677968,708.0880401595213,0.0
M25,0.0,0.0,15437954.093043327,8176255.5312197935,0.0,2954917.456169015,676390.9525772819,9.975395929134478,0.0
M26,0.0,0.0,19494001.99654939,5284149.941655351,0.0,2502698.8010652927,4821229.781053051,246.85164391114986,0.0
M27,0.0,0.0,23060296.551294453,8946819.56980517,0.0,2104364.010824027,1653059.125636693,174203.59020505167,0.0
M28,0.0,0.0,23354982.922680225,689.4586492628218,0.0,1969410.7509251833,6768123.417627898,652.7564682150538,0.0
M29,0.0,0.0,25086701.24101025,0.0,0.0,0.0,5706873.048788893,3085911.4666208928,0.0
M30,0.0,0.0,23498959.768040285,670.5615166271635,0.0,0.0,10872278.980084982,1351162.887238367,0.0
M31,0.0,0.0,30157977.85736726,86881.1712098832,0.0,2938990.432904767,4780085.277734124,0.0,0.0
M32,0.0,0.0,22811883.87559356,0.0,9609306.509134654,1.4579922339786808,11094641.780544458,1127565.0682752093,0.0
M33,0.0,0.0,27715138.33349322,6086.600019224854,0.0,1064815.0450633427,8897705.860349847,462080.527494022,0.0
M34,0.0,0.0,18698848.948995583,96.03120881074025,5165442.051766135,240952.4665742336,8486453.953934005,1969376.1579150849,0.0
M35,0.0,0.0,24523009.30358099,139.9700184387553,0.0,2146122.287212367,7667167.435124629,144606.95410337683,0.0
M36,0.0,0.0,26801805.908915922,1720.4906905481887,10.410447443368085,1986937.2307316917,7744569.071986656,261.6094811624651,0.0
M37,0.0,0.0,24811611.553308375,4211225.7775057545,1417189.001181981,2513245.305510754,4523156.834314567,840.043493581314,0.0
M38,0.0,0.0,21200252.900358357,117296.11741964407,0.0,1921240.8465659346,5339442.713642368,340524.7118374902,0.0
M39,0.0,0.0,27167279.624096427,4151.718806652359,0.0,2621294.6714945156,6615746.192396106,0.0,0.0
M40,0.0,0.0,25281740.85919624,1794286.0269296763,0.0,2542412.572707558,4357607.062496542,0.0,0.0
M41,0.0,0.0,18147747.923953872,1312066.2746049971,42.16347581555734,2193366.487393339,4683308.618006463,665662.979006161,0.0
M42,0.0,0.0,28647754.59188991,204623.17140668232,0.0,2487797.3128178795,5263472.747419341,0.0,0.0
M43,0.0,0.0,18918623.435105447,2549548.0491858777,3355278.57514887,2515140.629867775,4215614.369907177,60065.385450688584,0.0
M44,0.0,0.0,25311301.351074092,2324.632225557242,522.0154026086221,0.0,8274326.124681947,1488724.8263043826,0.0
M45,0.0,0.0,25489233.52259334,0.0,0.0,0.0,6555453.418260641,2207242.59476072,0.0
M46,0.0,0.0,25337698.768124852,10024.992733102199,0.0,844358.672892108,7718291.457973915,1177798.3268670577,0.0
M47,0.0,0.0,28026340.98012105,56.077453480902605,0.0,1623415.797450162,6265917.484297419,1291754.4762058004,0.0
M48,0.0,0.0,28425244.899136346,17709.511005564273,0.0,2360177.286696683,5158046.33655251,11764.658268389887,0.0
M49,0.0,0.0,24036863.667326238,19394.26579560722,1.1407368859066724,1844905.3226536638,6553388.145534881,217322.22056825148,0.0
M50,0.0,0.0,23181864.33545595,34844.741760323326,0.0,2583710.8071780275,4314857.267347356,113110.630019987,0.0
M51,0.0,0.0,25693463.05420749,20233.9483321781,0.0,2054616.9592165528,6354448.028851843,178025.77537158306,0.0
M52,0.0,0.0,26435498.75360328,350875.94374967087,3723.2193695502374,2324310.9430788653,6053418.020768082,64297.390939728815,0.0
M53,0.0,0.0,24260000.725894123,37710.04680324693,0.0,2176424.044166997,6857873.451663833,14773.7503160284,0.0
M54,0.0,0.0,18144295.0894735,7.399779965783452,0.6595039516426301,7661.462810961182,8869170.234011281,2041356.4938615593,0.0
M55,0.0,0.0,27263319.197168585,807653.9915201487,0.0,1859266.0734836871,7940382.065623565,379.2563647709379,0.0
M56,0.0,0.0,25487118.14611985,192.26680862101816,0.0,1949.525592068919,5844590.625666332,2187030.033477963,0.0
M57,0.0,0.0,30661343.054691944,1949.4699300432765,0.0,2493325.479801944,3608991.7019735603,356491.02991190646,0.0
M58,0.0,0.0,27892717.246625148,89977.1147245562,0.0,2407277.4147907277,4982317.7250807015,0.0,0.0
M59,0.0,0.0,25944888.0215529,235219.43648322366,0.0,1641366.3132870928,5788427.846749389,493580.79361952416,0.0
M60,0.0,0.0,24591412.71897293,378241.9104250632,5897453.152018534,2386571.290097826,4869993.109527432,3980.3593499459007,0.0
M61,0.0,0.0,19187012.096770536,7975182.274638632,0.0,2662029.9966475107,33672.880417212196,882460.3323970413,0.0
M62,0.0,0.0,18557743.512737807,8610309.526205808,3289846.308271211,2242463.387079271,989187.5028611257,20.03840586438304,0.0
M63,0.0,0.0,21942768.05958044,50378.71146251212,6571688.353352002,2131156.7669577748,5739679.611832766,65.34472556442361,0.0
M64,0.0,0.0,17826917.52382763,5273864.94267435,0.0,3020870.633596776,5841899.270735683,0.0,0.0
M65,0.0,0.0,21966942.158177134,2508.252481895973,6823956.251812404,1938820.7038820125,6995273.308742922,338.39235834544536,0.0
M66,0.0,0.0,19127892.632530898,611109.8126088119,0.0,2633193.5408798214,6470073.754018177,1.442009016872636,0.0
M67,0.0,0.0,24925155.771487243,199.50768172651317,0.0,2368370.521254961,6624004.829586143,3.018023924300378,0.0
M68,0.0,0.0,26441363.307102952,157228.91798630968,0.0,2211041.7925736206,4288966.0973926345,711565.9735974468,0.0
M69,0.0,0.0,25945514.151290376,244352.52976078572,0.0,2331955.1091543552,5666123.957762052,0.0,0.0
M70,0.0,0.0,22459659.756074436,104.2751750548546,0.0,237051.28236604744,8362108.911087494,1806547.1336344348,0.0
M71,0.0,0.0,24215750.68198441,32665.00108096042,0.0,2502805.2562428233,7522061.687778915,0.0,0.0
M72,0.0,0.0,25025325.104257837,10.784305855808698,0.0,769.6826143525009,6705224.120986714,2737855.8806627723,0.0
M73,0.0,0.0,20595771.003893744,45432.25831105099,0.0,1304662.8315454242,6951424.335388063,624848.283018908,0.0
M74,0.0,0.0,17526130.15290618,6815300.10794229,953447.0717301421,2211593.91709566,4459232.017138161,16.648101504132214,0.0
M75,0.0,0.0,22260246.259733472,68791.68770373517,1142292.0798297152,2644672.413612588,5417973.829671437,17.534899341271696,0.0
M76,0.0,0.0,22638624.933871657,147.10565997584018,0.0,393049.8842882321,6488630.544472131,2175157.9200830087,0.0
M77,0.0,0.0,18875013.41761377,2092283.8281302028,2.231498015667693,1786197.9348820578,4166381.594702508,1098170.9189589287,0.0
M78,0.0,0.0,25569913.66363285,168738.7602807637,475820.2817593472,2352797.7728786035,6174253.792037077,9.270876855399003,0.0
M79,0.0,0.0,25468753.948016193,0.0,10.44509170577165,0.0,8762663.944359832,1951383.0354198827,0.0
M80,0.0,0.0,28756278.16592892,79008.4487457759,0.0,2349589.3800616367,6358786.504730295,55321.29065519325,0.0
M81,0.0,0.0,25478421.68241188,578335.4981024131,553567.244516832,2182528.5161973373,5480024.02561454,0.0,0.0
M82,0.0,0.0,20240666.01172266,4946249.229353942,3707031.3946205704,2792573.35334953,2248465.6129727964,0.0,0.0
M83,0.0,0.0,28875217.936855912,3822.6809604727314,0.0,2443585.1425553137,5799711.046015812,118.37604527326606,0.0
M84,0.0,0.0,22045226.067565672,358263.13180619036,0.0,1797210.6089418132,6758423.648819292,142853.25213442798,0.0
M85,0.0,0.0,24946634.702290032,3224867.4912963454,0.0,1997088.7431510251,5376830.612196462,138178.32188701903,0.0
M86,0.0,0.0,25614751.575465467,1534.5749448650017,6.327635245481604,1009600.2104154966,8198189.477718659,453499.1228211705,0.0
M87,0.0,0.0,25600701.83205586,2030.8003740840836,0.0,2510362.727752478,5979865.417052923,9216.566921760063,0.0
M88,0.0,0.0,25430969.772433523,52303.88658511496,4.344013024129953,3038942.9289949867,4711767.783760984,1039.437443507758,0.0
M89,0.0,0.0,23548553.710103415,3.6145939946848085,1929745.4659575035,1350724.7442817725,6967133.925071565,1053988.796215015,0.0
M90,0.0,0.0,25791667.233127806,4786.0095967729685,3861780.181061614,1908212.6616390136,5805221.237842864,542136.1726432558,0.0
M91,0.0,0.0,22847911.8127331,2.937840170376525,0.0,2450.3564572467035,9986029.283097105,1311911.5139538276,0.0
M92,0.0,0.0,27597340.35843403,29411.62328553564,327.4526776274476,1098242.336065812,5823430.445339959,1478208.2538723536,0.0
M93,0.0,0.0,24894333.688719846,50.72423621754401,2187091.798405286,2431089.2111031115,7142288.805343305,3.322675090879383,0.0
M94,0.0,0.0,26184737.69865655,31.551084515716504,0.0,1462754.4642066944,5104670.038771333,1434629.2430072746,0.0
M95,0.0,0.0,26404236.122130886,3.2973411017401206,0.0,1118.610095436923,7850590.4602221865,2502821.2045850316,0.0
M96,0.0,0.0,25594262.80716005,45147.757028103064,0.0,2568729.63858579,5432250.861736374,128.19384408491652,0.0
M97,0.0,0.0,23351916.55235062,8771.284634725504,0.0,2825026.1039624247,5075796.883691462,3747.079662383968,0.0
M98,0.0,0.0,18275412.64586296,1626.4342812619232,7465335.365024098,2501200.5151039944,5063050.331468435,408888.44068199507,0.0
M99,0.0,0.0,18927448.33085339,40617.9075487869,0.0,2347283.7406320893,5449029.533362258,74.69057565918949,0.0
