Strain_1, Replicate, Time, CFU_strain_1
163,23,6,22815.453547731406
163,23,18,1576935.683553761
163,23,24,7167223.20809137
163,23,30,11923908.008222362
163,23,42,13005275.680865921
163,23,48,13018903.253312957
163,23,54,13019013.240439078
163,23,68,13019174.911010738
163,24,0,2450.0
163,24,6,23257.067433801352
163,24,18,1816869.8122990287
163,24,24,7940993.17110663
163,24,30,12285452.21711488
163,24,42,13116000.291949658
163,24,48,13125189.479225874
163,24,54,13127139.500958107
163,24,68,13124394.045119343
163,25,0,2530.0
163,25,6,23297.05194423509
163,25,18,1741913.8220337424
163,25,24,7992006.656064676
163,25,30,13058397.076487537
163,25,42,14131192.709625803
163,25,48,14143666.850940473
163,25,54,14145041.961496675
163,25,68,14143343.911920791
163,26,0,2350.0
163,26,6,21546.090926381446
163,26,18,1603765.747029967
163,26,24,7460171.606055828
163,26,30,12362898.683721349
163,26,42,13424653.329544106
163,26,48,13437109.470499927
163,26,54,13438427.68692451
163,26,68,13436910.625031214
163,27,0,2360.0
163,27,6,23493.542399320824
163,27,18,1986398.9039126416
163,27,24,8377068.19625643
163,27,30,12354385.741563817
163,27,42,13033661.911771249
163,27,48,13040713.6682105
163,27,54,13044100.79024469
163,27,68,13038903.725624189
163,28,0,2540.0
163,28,6,25753.853083211005
163,28,18,2242267.4599794513
163,28,24,9292460.048166228
163,28,30,13446301.823471691
163,28,42,14125335.16215992
163,28,48,14132191.096620338
163,28,54,14136274.89032724
163,28,68,14129329.165132152
163,29,0,2630.0
163,29,6,25153.367135128603
163,29,18,1928564.7505877032
163,29,24,7570793.633693852
163,29,30,10886377.569516733
163,29,42,11463202.72680424
163,29,48,11469758.81144304
163,29,54,11471747.990492245
163,29,68,11468808.892996913
163,30,0,2500.0
163,30,6,25620.487042268433
163,30,18,2191774.612483491
163,30,24,8104232.742842225
163,30,30,10983507.509311648
163,30,42,11414662.471300742
163,30,48,11419135.426078342
163,30,54,11422848.164960219
163,30,68,11416631.825176617
163,31,0,2680.0
163,31,6,25736.453928736224
163,31,18,2005565.5936083307
163,31,24,8085029.976600905
163,31,30,11791384.858866418
163,31,42,12443507.14744201
163,31,48,12450755.370909035
163,31,54,12452737.13803464
163,31,68,12449737.812794453
163,32,0,2450.0
163,32,6,23831.491039740977
163,32,18,1924304.6124360836
163,32,24,8049023.9002375975
163,32,30,11940485.314690202
163,32,42,12628216.400833217
163,32,48,12635628.730157815
163,32,54,12638161.142038178
163,32,68,12634494.699312964
163,33,0,2610.0
163,33,6,25731.387600044858
163,33,18,2101063.2839861214
163,33,24,8398060.122345844
163,33,30,12045060.130943384
163,33,42,12655061.911568284
163,33,48,12661624.711724373
163,33,54,12664540.334923375
163,33,68,12660248.989607794
163,34,0,2540.0
163,34,6,26911.7678123204
163,34,18,2454085.930428791
163,34,24,9102903.681705128
163,34,30,12213587.230362572
163,34,42,12656139.027200408
163,34,48,12660223.63302867
163,34,54,12664507.811640225
163,34,68,12654774.262911044
163,35,0,2650.0
163,35,6,24705.108326943257
163,35,18,1829910.7637506835
163,35,24,7495618.439787449
163,35,30,11197577.868433401
163,35,42,11891710.043977495
163,35,48,11899732.120505335
163,35,54,11900690.746299235
163,35,68,11898988.427024027
163,36,0,2660.0
163,36,6,24358.559851004346
163,36,18,1770862.3262763256
163,36,24,7625895.337842993
163,36,30,11904160.198333047
163,36,42,12767356.078539683
163,36,48,12777509.108607538
163,36,54,12778000.044676712
163,36,68,12777035.30364383
163,37,0,2540.0
163,37,6,24411.739482124438
163,37,18,1965054.529371018
163,37,24,8794653.962443318
163,37,30,13745650.334442955
163,37,42,14689834.771769943
163,37,48,14700047.599109765
163,37,54,14702941.944506792
163,37,68,14698954.994011588
163,38,0,2400.0
163,38,6,23227.48477828263
163,38,18,1835597.0572428699
163,38,24,7385521.052727619
163,38,30,10720948.316799715
163,38,42,11299232.437169448
163,38,48,11305595.668537414
163,38,54,11307635.265301565
163,38,68,11304604.349266967
163,39,0,2580.0
163,39,6,26123.778118000853
163,39,18,2235893.411525148
163,39,24,8848922.670881568
163,39,30,12480119.845511194
163,39,42,13057293.920907132
163,39,48,13063270.901106438
163,39,54,13067056.598577913
163,39,68,13061027.85416559
163,40,0,2680.0
163,40,6,27094.05943155271
163,40,18,2281741.235714717
163,40,24,8679507.78808655
163,40,30,11992023.149468228
163,40,42,12507297.32604022
163,40,48,12512751.614858642
163,40,54,12516443.81243404
163,40,68,12510705.318085518
163,41,0,2420.0
163,41,6,22632.730254055583
163,41,18,1689817.3620284575
163,41,24,6966564.146471744
163,41,30,10435235.401535232
163,41,42,11085132.719342342
163,41,48,11092582.870144574
163,41,54,11093527.809378253
163,41,68,11091886.614380894
163,42,0,2480.0
163,42,6,24971.134880024365
163,42,18,2110700.1757205045
163,42,24,8303453.341856714
163,42,30,11698911.595401963
163,42,42,12241576.384333093
163,42,48,12247270.488072312
163,42,54,12250698.236242533
163,42,68,12245405.864012476
163,43,0,2630.0
163,43,6,23985.04872990233
163,43,18,1748414.6643322264
163,43,24,7811877.321547225
163,43,30,12570455.713552605
163,43,42,13571108.781874226
163,43,48,13582949.33255428
163,43,54,13583642.83501669
163,43,68,13582663.355942903
163,44,0,2610.0
163,44,6,24547.092738532316
163,44,18,1896634.1650324506
163,44,24,8482315.944195839
163,44,30,13414298.99357217
163,44,42,14393061.653187329
163,44,48,14404028.799194489
163,44,54,14405990.130061854
163,44,68,14403329.943647118
163,45,0,2480.0
163,45,6,24177.214716420167
163,45,18,1983513.2834609514
163,45,24,8633463.268455101
163,45,30,13131782.380889468
163,45,42,13948386.579344831
163,45,48,13957069.018922487
163,45,54,13960148.878862165
163,45,68,13955729.930408847
163,46,0,2820.0
163,46,6,26285.335944321447
163,46,18,1939065.2307853042
163,46,24,7848238.604426019
163,46,30,11634597.489064293
163,46,42,12338442.87988298
163,46,48,12346634.976099506
163,46,54,12347765.139500253
163,46,68,12345838.335342465
163,47,0,2530.0
163,47,6,25339.529080989298
163,47,18,2153816.4334139097
163,47,24,8899727.208664522
163,47,30,12926500.049833624
163,47,42,13597258.404768132
163,47,48,13604204.701456973
163,47,54,13607870.337810153
163,47,68,13602164.004757985
163,48,0,2530.0
163,48,6,23777.322556762036
163,48,18,1834763.0049711675
163,48,24,8207687.240990624
163,48,30,12987920.769550802
163,48,42,13938092.99930937
163,48,48,13948752.591086805
163,48,54,13950625.022062633
163,48,68,13948086.045917064
163,49,0,2520.0
163,49,6,24937.29173379954
163,49,18,2039796.202271835
163,49,24,8021047.96793881
163,49,30,11379333.328892365
163,49,42,11931590.656263532
163,49,48,11937546.091529464
163,49,54,11940429.283705307
163,49,68,11936172.826734936
228,0,0,830.0
228,0,6,5144.0271885289285
228,0,18,187449.97873956672
228,0,24,905226.1519603367
228,0,30,2362864.411057832
228,0,42,3378764.2736842455
228,0,48,3411195.3825406805
228,0,54,3416496.7132271864
228,0,68,3417776.9712172966
228,1,0,730.0
228,1,6,4730.37775235824
228,1,18,188721.72863293174
228,1,24,949051.3734703196
228,1,30,2505483.6498338077
228,1,42,3533928.4080885686
228,1,48,3563784.535197051
228,1,54,3568273.8648111518
228,1,68,3569222.691161831
228,2,0,730.0
228,2,6,4848.619618282723
228,2,18,201377.63718754635
228,2,24,993331.2529618838
228,2,30,2428921.736838725
228,2,42,3236205.93774511
228,2,48,3257157.160231052
228,2,54,3260224.813081216
228,2,68,3260749.963031624
228,3,0,730.0
228,3,6,4511.171718165477
228,3,18,165361.87157263246
228,3,24,836909.2944673824
228,3,30,2440530.3436146975
228,3,42,3805860.7975349943
228,3,48,3853912.1158027467
228,3,54,3861739.922121222
228,3,68,3863577.1459339852
228,4,0,750.0
228,4,6,4407.6681213565225
228,4,18,146531.15609791948
228,4,24,721170.8749248169
228,4,30,2164042.917785679
228,4,42,3587826.9696392114
228,4,48,3646475.093286298
228,4,54,3656748.1437856373
228,4,68,3658740.5118162883
228,5,0,800.0
228,5,6,5087.594529994711
228,5,18,193989.15651234012
228,5,24,931137.4047386873
228,5,30,2306907.9268571604
228,5,42,3151452.9545148676
228,5,48,3175908.621691478
228,5,54,3179717.022405691
228,5,68,3180613.3256363985
228,6,0,720.0
228,6,6,4548.937015837264
228,6,18,172450.53535497954
228,6,24,848747.9087119295
228,6,30,2233734.5173389814
228,6,42,3182178.293287579
228,6,48,3211332.5757658314
228,6,54,3215901.3960978216
228,6,68,3217007.4059971264
228,7,0,730.0
228,7,6,4582.417328772182
228,7,18,171181.2050840294
228,7,24,832146.1161632418
228,7,30,2157113.996031597
228,7,42,3051116.5866002752
228,7,48,3078697.467053618
228,7,54,3083079.6118990616
228,7,68,3084155.2499580486
228,8,0,720.0
228,8,6,4575.135002423266
228,8,18,175194.65630676405
228,8,24,860898.917419872
228,8,30,2237247.2499754746
228,8,42,3151603.300595833
228,8,48,3179081.9474643334
228,8,54,3183344.1733023706
228,8,68,3184366.693098462
228,9,0,730.0
228,9,6,4191.3220695702885
228,9,18,133004.91029826505
228,9,24,642630.0508582268
228,9,30,1927378.9112686056
228,9,42,3251749.614398442
228,9,48,3310061.2637004545
228,9,54,3320381.949166571
228,9,68,3322230.72186737
228,10,0,760.0
228,10,6,4734.379373665762
228,10,18,175384.65818075225
228,10,24,872485.0886402319
228,10,30,2407637.4020912778
228,10,42,3574869.324895661
228,10,48,3613314.5294679487
228,10,54,3619497.5143957078
228,10,68,3620982.7777747107
228,11,0,890.0
228,11,6,5256.722143696085
228,11,18,175566.69609532566
228,11,24,848128.4725780088
228,11,30,2407970.1497050053
228,11,42,3778546.244420553
228,11,48,3831342.8737329394
228,11,54,3840590.137748604
228,11,68,3842347.565340125
228,12,0,730.0
228,12,6,4707.06088042209
228,12,18,186737.65645163905
228,12,24,952658.5121203207
228,12,30,2616186.575906637
228,12,42,3800155.305306873
228,12,48,3835977.36374318
228,12,54,3841413.841255956
228,12,68,3842546.5436489345
228,13,0,700.0
228,13,6,4521.372228375743
228,13,18,179248.4827890092
228,13,24,899652.7473770485
228,13,30,2378148.7430925914
228,13,42,3362271.3054973865
228,13,48,3391089.1624801382
228,13,54,3395441.250225492
228,13,68,3396384.343125659
228,14,0,720.0
228,14,6,4512.68465781659
228,14,18,168851.95172479865
228,14,24,836080.4588218821
228,14,30,2259269.9160898514
228,14,42,3292029.069792403
228,14,48,3325019.0686177635
228,14,54,3330264.204784931
228,14,68,3331533.447705846
228,15,0,890.0
228,15,6,5423.4545607899145
228,15,18,189723.5833403647
228,15,24,879713.7956190341
228,15,30,2173812.9965107413
228,15,42,3020832.4085195665
228,15,48,3047086.5256855735
228,15,54,3051775.5070767878
228,15,68,3052373.669384577
228,16,0,730.0
228,16,6,4584.769786707178
228,16,18,173384.73422219988
228,16,24,884279.4616216862
228,16,30,2547051.532921484
228,16,42,3892265.509696783
228,16,48,3937346.1484519863
228,16,54,3944479.7663267725
228,16,68,3946115.459823965
228,17,0,770.0
228,17,6,4479.761032767459
228,17,18,145378.53630223777
228,17,24,698192.175461824
228,17,30,2010681.0256223201
228,17,42,3228473.2793777306
228,17,48,3278051.66570382
228,17,54,3286779.1632580296
228,17,68,3288353.9484815965
228,18,0,730.0
228,18,6,4681.8846171887235
228,18,18,182373.10298911796
228,18,24,897194.3175577563
228,18,30,2302494.3388131694
228,18,42,3203578.969472684
228,18,48,3229841.1565649607
228,18,54,3233850.556002128
228,18,68,3234783.1484756363
228,19,0,780.0
228,19,6,4682.9365570147165
228,19,18,162004.22591269214
228,19,24,801055.5015836756
228,19,30,2332473.3745163158
228,19,42,3702420.172116507
228,19,48,3754100.8307720316
228,19,54,3763006.508238724
228,19,68,3764875.2296142373
228,20,0,830.0
228,20,6,4739.665273009005
228,20,18,147810.56983520047
228,20,24,692282.7736471235
228,20,30,1944669.164415695
228,20,42,3090698.636535153
228,20,48,3138722.523302694
228,20,54,3147248.3957194365
228,20,68,3148785.463962927
228,21,0,690.0
228,21,6,4579.9538221114035
228,21,18,190673.66557985975
228,21,24,954690.1547365568
228,21,30,2403692.5398647734
228,21,42,3257642.3869067314
228,21,48,3280279.75463467
228,21,54,3283594.9896410243
228,21,68,3284153.6208542986
228,22,0,780.0
228,22,6,4581.662521876958
228,22,18,151514.0406557802
228,22,24,732204.8870301881
228,22,30,2102159.3591364785
228,22,42,3343857.120316602
228,22,48,3392922.9505879963
228,22,54,3401532.1588160913
228,22,68,3403138.262442168
228,23,0,780.0
228,23,6,4871.46943118614
228,23,18,180551.3213280454
228,23,24,882614.7031085382
228,23,30,2333990.1573303784
228,23,42,3355036.350152248
228,23,48,3387377.0791768865
228,23,54,3392565.625548116
228,23,68,3393831.7585181696
228,24,0,690.0
228,24,6,4048.6847984815286
228,24,18,134453.35788212533
228,24,24,666752.4469592142
228,24,30,2046917.3407819958
228,24,42,3477039.3705017106
228,24,48,3537650.9311347445
228,24,54,3548275.1004438763
228,24,68,3550369.8036829084
228,25,0,730.0
228,25,6,4619.885850437829
228,25,18,176700.92492275478
228,25,24,891321.4837250288
228,25,30,2467550.3904122273
228,25,42,3640986.864407533
228,25,48,3678348.403278946
228,25,54,3684180.550299272
228,25,68,3685532.2399359327
228,26,0,690.0
228,26,6,4424.924051362646
228,26,18,173941.03222808585
228,26,24,890193.2886299846
228,26,30,2486434.447117556
228,26,42,3666752.7377221724
228,26,48,3703424.1898058653
228,26,54,3709037.3872501785
228,26,68,3710228.4924001917
228,27,0,750.0
228,27,6,4544.942524304498
228,27,18,159976.3921853122
228,27,24,792450.9720761268
228,27,30,2276926.6869948627
228,27,42,3550631.3464210657
228,27,48,3596974.448263163
228,27,54,3604866.455808781
228,27,68,3606590.4852818307
228,28,0,750.0
228,28,6,4502.835572619855
228,28,18,156366.8749669075
228,28,24,785814.4878626864
228,28,30,2383368.714123494
228,28,42,3929156.3839739417
228,28,48,3989854.4442312554
228,28,54,4000268.1197126424
228,28,68,4002520.3741169614
228,29,0,690.0
228,29,6,4106.321822938289
228,29,18,139586.2128743325
228,29,24,685567.6057888309
228,29,30,1996880.0065192669
228,29,42,3189733.166824904
228,29,48,3235818.620366307
228,29,54,3243831.786172066
228,29,68,3245438.2211997053
228,30,0,700.0
228,30,6,4170.640776911973
228,30,18,142225.7536787578
228,30,24,701781.9112639161
228,30,30,2063034.1064285631
228,30,42,3320655.766294363
228,30,48,3369518.940978472
228,30,54,3377999.8391870554
228,30,68,3379723.14091995
228,31,0,720.0
228,31,6,4133.346956724482
228,31,18,131329.35727704025
228,31,24,638516.169229489
228,31,30,1946745.3169039823
228,31,42,3341904.721682479
228,31,48,3404450.006435008
228,31,54,3415535.3431882975
228,31,68,3417551.599618723
228,32,0,780.0
228,32,6,4524.026360218141
228,32,18,146641.4842256141
228,32,24,717194.1608901517
228,32,30,2174506.2112241043
228,32,42,3680462.1576908976
228,32,48,3745584.040161124
228,32,54,3757070.7547333976
228,32,68,3759209.66246239
228,33,0,730.0
228,33,6,4360.535312212646
228,33,18,148318.73499574675
228,33,24,710258.270199398
228,33,30,1937002.3663433106
228,33,42,2918560.634182472
228,33,48,2953986.0813365174
228,33,54,2960179.7124093627
228,33,68,2961424.8557029925
228,34,0,780.0
228,34,6,4938.974903856897
228,34,18,187502.64266248836
228,34,24,912901.0143386816
228,34,30,2341309.5093007484
228,34,42,3275101.210795833
228,34,48,3303122.0587860597
228,34,54,3307501.165688914
228,34,68,3308565.1979060597
228,35,0,650.0
228,35,6,3874.300487050772
228,35,18,133124.00903338645
228,35,24,676484.2274152713
228,35,30,2145899.2194158398
228,35,42,3724206.239862442
228,35,48,3790578.6664904673
228,35,54,3802031.3052700916
228,35,68,3804518.3994079097
228,36,0,830.0
228,36,6,4961.859675614722
228,36,18,167970.97054948803
228,36,24,784550.201357503
228,36,30,2025879.735077475
228,36,42,2927264.526999057
228,36,48,2958217.6335527287
228,36,54,2963578.6329162763
228,36,68,2964767.569831159
228,37,0,770.0
228,37,6,4596.0171720558965
228,37,18,156141.56944392997
228,37,24,748218.257118107
228,37,30,2046237.484885991
228,37,42,3091409.646483451
228,37,48,3129294.1772577344
228,37,54,3135918.6652995236
228,37,68,3137243.228658859
228,38,0,700.0
228,38,6,4353.6220052052495
228,38,18,161816.84209170222
228,38,24,826888.0595979956
228,38,30,2438521.067885485
228,38,42,3823391.206994869
228,38,48,3871903.725021587
228,38,54,3879711.51956897
228,38,68,3881515.6218137466
228,39,0,670.0
228,39,6,4226.120278547925
228,39,18,160996.35516667127
228,39,24,819277.6496081594
228,39,30,2328509.4018891742
228,39,42,3511812.162770066
228,39,48,3550615.8804149553
228,39,54,3556710.385072593
228,39,68,3558103.8235731754
228,40,0,720.0
228,40,6,4784.878309399244
228,40,18,199746.3415876412
228,40,24,1002278.9136856741
228,40,30,2529332.9071061863
228,40,42,3430894.9345504846
228,40,48,3454761.532965625
228,40,54,3458254.6684641885
228,40,68,3458829.5673655625
228,41,0,750.0
228,41,6,4771.830211343973
228,41,18,183902.81657480472
228,41,24,919413.2215630307
228,41,30,2472512.9378164695
228,41,42,3562887.289578453
228,41,48,3596403.1736418363
228,41,54,3601586.2502370956
228,41,68,3602794.0280626463
228,42,0,670.0
228,42,6,4131.947486444608
228,42,18,151122.03871847354
228,42,24,769737.879463192
228,42,30,2289528.665778122
228,42,42,3636984.015079126
228,42,48,3685531.577192649
228,42,54,3693462.4669157965
228,42,68,3695309.0255203564
228,43,0,820.0
228,43,6,4677.214925715584
228,43,18,145929.61233808103
228,43,24,690458.1861134401
228,43,30,1991136.607969473
228,43,42,3246236.7345238896
228,43,48,3300373.019834683
228,43,54,3309946.950620116
228,43,68,3311613.541306548
228,44,0,720.0
228,44,6,4714.506988045074
228,44,18,189868.65152335123
228,44,24,917836.366997514
228,44,30,2207950.6842346485
228,44,42,2930748.6878165714
228,44,48,2949909.0959938406
228,44,54,2952772.2479677917
228,44,68,2953335.6511374568
228,45,0,750.0
228,45,6,4613.7039020288885
228,45,18,167327.85875281095
228,45,24,838246.4948290635
228,45,30,2405518.1969799246
228,45,42,3711759.1509261113
228,45,48,3757551.1953206607
228,45,54,3765099.4327497967
228,45,68,3766860.345283924
228,46,0,830.0
228,46,6,5605.307321991592
228,46,18,238868.83771107462
228,46,24,1156598.1363660921
228,46,30,2674137.204217095
228,46,42,3438431.2685041106
228,46,48,3456795.877839508
228,46,54,3459501.5148400827
228,46,68,3459807.6494368687
228,47,0,820.0
228,47,6,5157.284748169001
228,47,18,193902.02218336266
228,47,24,954180.6311804146
228,47,30,2529350.6331008472
228,47,42,3629296.7874671104
228,47,48,3663646.8918454084
228,47,54,3669076.0751612415
228,47,68,3670396.529115583
228,48,0,700.0
228,48,6,4297.863242181968
228,48,18,155804.50541130482
228,48,24,790839.3902707482
228,48,30,2352435.7952777245
228,48,42,3748382.184899704
228,48,48,3799212.9275921127
228,48,54,3807591.30737228
228,48,68,3809536.5788738197
228,49,0,790.0
228,49,6,5202.156972243973
228,49,18,212023.20182427045
228,49,24,1032005.3413811104
228,49,30,2493557.579411415
228,49,42,3310966.287658995
228,49,48,3332429.513367355
228,49,54,3335606.56215368
228,49,68,3336208.405467279
177,0,0,2170.0
177,0,6,13565.860717748721
177,0,18,460540.9226826097
177,0,24,1658171.0995999645
177,0,30,2827002.615591807
177,0,42,3249502.9936303576
177,0,48,3260124.9907434164
177,0,54,3262219.4866927504
177,0,68,3261911.1216820553
177,1,0,2260.0
177,1,6,14196.291226693738
177,1,18,483051.80584128125
177,1,24,1708699.191195868
177,1,30,2854629.2253393177
177,1,42,3254838.5093325544
177,1,48,3264737.953610175
177,1,54,3266718.0643822844
177,1,68,3266400.5515496475
177,2,0,2210.0
177,2,6,13713.186747907554
177,2,18,459168.3193043739
177,2,24,1651753.6838417938
177,2,30,2828501.4189194143
177,2,42,3260702.371981801
177,2,48,3271743.041963704
177,2,54,3273921.684079042
177,2,68,3273681.055572848
177,3,0,2150.0
177,3,6,13539.2834271578
177,3,18,462225.4516550724
177,3,24,1629547.7464017961
177,3,30,2709331.3588645747
177,3,42,3082722.440159602
177,3,48,3091898.009280904
177,3,54,3093737.0200901544
177,3,68,3093420.618482644
177,4,0,1950.0
177,4,6,11792.338894028808
177,4,18,384226.62527429836
177,4,24,1462031.4001278693
177,4,30,2714144.873037448
177,4,42,3248051.8057230473
177,4,48,3262864.805553702
177,4,54,3265687.706953295
177,4,68,3265555.424317072
177,5,0,2150.0
177,5,6,13634.802413606805
177,5,18,477032.3884974286
177,5,24,1738298.972377191
177,5,30,2968487.7236109953
177,5,42,3406004.015910203
177,5,48,3416693.360300859
177,5,54,3418692.8999974052
177,5,68,3418505.883775803
177,6,0,2010.0
177,6,6,12178.749039395558
177,6,18,395829.62716990977
177,6,24,1479254.3808394312
177,6,30,2685551.086230546
177,6,42,3182347.6073430227
177,6,48,3195935.5692697675
177,6,54,3198535.677108224
177,6,68,3198436.7545592003
177,7,0,2170.0
177,7,6,13033.951724488496
177,7,18,418414.06419210776
177,7,24,1579397.2319143454
177,7,30,2921647.5554156443
177,7,42,3496359.597398964
177,7,48,3512476.9408068215
177,7,54,3515535.555017955
177,7,68,3515489.9600604963
177,8,0,2180.0
177,8,6,14147.143480569255
177,8,18,504107.81572857674
177,8,24,1723380.0886119497
177,8,30,2737017.551620975
177,8,42,3053909.6956432485
177,8,48,3061091.0535622044
177,8,54,3062471.3489061366
177,8,68,3062074.536187638
177,9,0,2160.0
177,9,6,13361.300249016724
177,9,18,442162.1114575943
177,9,24,1563567.9533243706
177,9,30,2638700.4790255018
177,9,42,3027229.2112976066
177,9,48,3037161.5587262507
177,9,54,3039130.9762775274
177,9,68,3038946.714503625
177,10,0,2290.0
177,10,6,14819.162136249914
177,10,18,523192.7505164208
177,10,24,1769338.7468133033
177,10,30,2789455.826275924
177,10,42,3106335.8606286277
177,10,48,3113550.568999992
177,10,54,3114993.980272613
177,10,68,3114491.0908962856
177,11,0,2060.0
177,11,6,13353.762261528906
177,11,18,486936.7222545502
177,11,24,1783398.779430474
177,11,30,3013608.433553739
177,11,42,3433020.4762837333
177,11,48,3442774.6205990557
177,11,54,3444263.4489050074
177,11,68,3444465.533938032
177,12,0,2010.0
177,12,6,13255.472399441163
177,12,18,488729.0398336469
177,12,24,1693453.3227865659
177,12,30,2694104.236660838
177,12,42,3001508.621522848
177,12,48,3008239.7548669227
177,12,54,3009298.566175762
177,12,68,3009260.885907268
177,13,0,2290.0
177,13,6,14552.104888287151
177,13,18,497050.21217623336
177,13,24,1679863.4320032788
177,13,30,2675125.241005028
177,13,42,2995830.1754202154
177,13,48,3003474.3880849257
177,13,54,3005065.195143884
177,13,68,3004743.651410819
177,14,0,1950.0
177,14,6,12409.021769320138
177,14,18,431779.7124393409
177,14,24,1522725.9122816469
177,14,30,2515198.1384444335
177,14,42,2850759.416080616
177,14,48,2858808.2709907573
177,14,54,2860394.52826567
177,14,68,2860005.4530130224
177,15,0,2010.0
177,15,6,12958.577221482285
177,15,18,462682.4039578369
177,15,24,1641905.7389357572
177,15,30,2704447.9188268017
177,15,42,3056475.4118122137
177,15,48,3064669.3534264807
177,15,54,3066161.000230126
177,15,68,3065984.0663621724
177,16,0,1980.0
177,16,6,12708.754329610852
177,16,18,454113.2020556617
177,16,24,1651711.5152021833
177,16,30,2791881.2858060477
177,16,42,3185586.8377541546
177,16,48,3194930.115308023
177,16,54,3196552.136839579
177,16,68,3196539.1927075423
177,17,0,2320.0
177,17,6,15356.202163523416
177,17,18,555126.599818857
177,17,24,1798441.519348833
177,17,30,2709096.46869797
177,17,42,2967939.9673273205
177,17,48,2973458.816125515
177,17,54,2974487.5049615987
177,17,68,2974025.2253210326
177,18,0,2210.0
177,18,6,12842.611606160423
177,18,18,387158.5311611075
177,18,24,1446417.6513883732
177,18,30,2719683.0197986495
177,18,42,3304001.4953639377
177,18,48,3321615.755841182
177,18,54,3324778.2421332938
177,18,68,3325044.288837115
177,19,0,2160.0
177,19,6,12872.453195634998
177,19,18,403969.7743864534
177,19,24,1486622.825105386
177,19,30,2688785.4741645465
177,19,42,3192396.2742322567
177,19,48,3206580.5508112228
177,19,54,3209217.0031042183
177,19,68,3209263.151515533
177,20,0,2130.0
177,20,6,13844.01759485542
177,20,18,496849.61440049787
177,20,24,1718327.4651215943
177,20,30,2753169.356292881
177,20,42,3079962.97927513
177,20,48,3087365.2434176304
177,20,54,3088728.248488764
177,20,68,3088453.476660997
177,21,0,1890.0
177,21,6,12701.881832426297
177,21,18,485468.6712732802
177,21,24,1690471.8692711934
177,21,30,2670431.0812147465
177,21,42,2961874.8158293017
177,21,48,2967993.0949738305
177,21,54,2968695.600700415
177,21,68,2968896.6716717207
177,22,0,2180.0
177,22,6,14391.776645044405
177,22,18,534322.3596397779
177,22,24,1876784.164542217
177,22,30,3018202.359883042
177,22,42,3373593.3711052877
177,22,48,3381390.6986521888
177,22,54,3382536.957760072
177,22,68,3382616.317290496
177,23,0,2320.0
177,23,6,13760.148645554566
177,23,18,420797.9454519643
177,23,24,1474500.3184452837
177,23,30,2539849.034043817
177,23,42,2958899.087382973
177,23,48,2970545.9324797466
177,23,54,2972647.617189857
177,23,68,2972725.4597067405
177,24,0,2320.0
177,24,6,14678.399136742104
177,24,18,493122.01956379943
177,24,24,1630146.7045705875
177,24,30,2555004.395743407
177,24,42,2848374.8795716274
177,24,48,2855409.0756186293
177,24,54,2856897.2927440903
177,24,68,2856631.7043319456
177,25,0,2000.0
177,25,6,13267.626279946391
177,25,18,496492.12989868387
177,25,24,1739859.777488391
177,25,30,2784294.3005538587
177,25,42,3105419.492275507
177,25,48,3112380.409553811
177,25,54,3113344.620870367
177,25,68,3113460.2995780515
177,26,0,2140.0
177,26,6,12918.189293027075
177,26,18,412986.48778656696
177,26,24,1499756.9377414547
177,26,30,2646596.646319059
177,26,42,3102442.369878673
177,26,48,3114842.225869473
177,26,54,3117195.1190047273
177,26,68,3117153.246810348
177,27,0,2040.0
177,27,6,13448.730104148592
177,27,18,498898.502638142
177,27,24,1760512.1593441833
177,27,30,2844930.41839809
177,27,42,3185391.0822542077
177,27,48,3192897.2277894807
177,27,54,3194000.0004407368
177,27,68,3194091.1550298445
177,28,0,2070.0
177,28,6,13935.905228292086
177,28,18,536257.8926419322
177,28,24,1885760.831291644
177,28,30,2999911.5305453897
177,28,42,3333739.2636675956
177,28,48,3340744.5087262006
177,28,54,3341492.0362552325
177,28,68,3341782.9967571553
177,29,0,2010.0
177,29,6,12723.260050611058
177,29,18,450093.8300437547
177,29,24,1711452.7859884172
177,29,30,3057042.919881383
177,29,42,3568146.0502900914
177,29,48,3580938.45707759
177,29,54,3582963.8870888907
177,29,68,3583319.3368470273
177,30,0,1980.0
177,30,6,12132.043101132276
177,30,18,399821.0772992444
177,30,24,1466753.4418724214
177,30,30,2586656.7355471826
177,30,42,3022575.2072888636
177,30,48,3034107.296402049
177,30,54,3036344.061626189
177,30,68,3036190.207053476
177,31,0,1980.0
177,31,6,12026.49031116252
177,31,18,393592.8818360465
177,31,24,1481893.8882718352
177,31,30,2707552.4122403637
177,31,42,3215276.2806316763
177,31,48,3229141.445771771
177,31,54,3231796.0148210507
177,31,68,3231655.9172187
177,32,0,1980.0
177,32,6,13013.981903088608
177,32,18,478261.8788321416
177,32,24,1669617.9431012755
177,32,30,2678288.055705339
177,32,42,2992957.1297848136
177,32,48,2999918.468285724
177,32,54,3001028.1194433016
177,32,68,3000998.9120275625
177,33,0,2260.0
177,33,6,15601.34508878319
177,33,18,614839.2085728885
177,33,24,2043587.204113684
177,33,30,3070356.0064654406
177,33,42,3346946.844795059
177,33,48,3352335.5859485813
177,33,54,3352744.9949506456
177,33,68,3352972.002514536
177,34,0,2140.0
177,34,6,12693.578140143729
177,34,18,391700.99024670594
177,34,24,1406951.7225960412
177,34,30,2487036.141917964
177,34,42,2927688.04321779
177,34,48,2940078.4519586763
