Strain_1, Strain_2, Replicate, Time, CFU_strain_1, CFU_strain_2
17B2,163,5,42,54778.53582708758,14635213.060487023
17B2,163,5,48,56540.81346010768,14686095.115173526
17B2,163,5,54,58259.461343417606,14689824.920387682
17B2,163,5,68,62358.992092440865,14691150.853479715
17B2,163,6,0,623.0,711.0
17B2,163,6,6,1573.309889094107,7213.758032210164
17B2,163,6,18,9832.788687741164,703551.4072813042
17B2,163,6,24,21487.894980225516,4892502.523172963
17B2,163,6,30,31493.2623988985,11837699.055609737
17B2,163,6,42,36871.75416571354,13996511.590700656
17B2,163,6,48,38669.46000067275,14014839.049587559
17B2,163,6,54,40530.21314724836,14010671.178644426
17B2,163,6,68,45220.459637702486,13995398.389436921
17B2,163,7,0,748.0,750.0
17B2,163,7,6,1879.5744618864308,7307.424373238221
17B2,163,7,18,11647.772114532816,658024.9530133898
17B2,163,7,24,25702.635626620984,4475120.208200797
17B2,163,7,30,39506.656321415416,11039492.196714787
17B2,163,7,42,52244.10910313598,13228018.220460089
17B2,163,7,48,58184.903700978546,13244032.099779123
17B2,163,7,54,64743.35470877997,13233384.6201064
17B2,163,7,68,82988.46400626824,13202687.485996101
17B2,163,8,0,730.0,621.0
17B2,163,8,6,1813.5622299232361,6180.380001922438
17B2,163,8,18,11006.209918767572,579463.2307379097
17B2,163,8,24,24269.598684666093,4071659.1952077146
17B2,163,8,30,37739.27213370379,10467701.47329625
17B2,163,8,42,50567.97088235976,12675232.929282583
17B2,163,8,48,56719.97285798183,12662443.919761976
17B2,163,8,54,63682.48333497975,12618352.239928992
17B2,163,8,68,84087.35284729348,12484081.013485283
17B2,163,9,0,517.0,638.0
17B2,163,9,6,1343.2403370831748,6003.170471758342
17B2,163,9,18,8930.337998211717,511938.20750595
17B2,163,9,24,20831.770634562028,3689428.155540213
17B2,163,9,30,33984.22687984098,10769772.145710606
17B2,163,9,42,42881.68793064436,13897991.780266274
17B2,163,9,48,45834.6615406913,13940243.66958423
17B2,163,9,54,48917.023169604334,13943322.704379646
17B2,163,9,68,56828.773131184316,13942034.655436462
17B2,163,10,0,579.0,607.0
17B2,163,10,6,1500.9783005695126,5595.725594299075
17B2,163,10,18,9941.68535870199,459773.2186646145
17B2,163,10,24,23337.461517568452,3348002.2601786833
17B2,163,10,30,38730.83687366021,10468526.300720457
17B2,163,10,42,47378.84885647638,14062290.849777276
17B2,163,10,48,49389.4512365896,14112830.40290223
17B2,163,10,54,51400.907800304936,14118128.446160087
17B2,163,10,68,56308.63384407498,14110401.125768034
17B2,163,11,0,838.0,739.0
17B2,163,11,6,2112.6378392352162,7328.811837638552
17B2,163,11,18,13153.80522786074,683965.920139513
17B2,163,11,24,28773.907537160623,4664628.948068267
17B2,163,11,30,42853.92887253779,11210458.264246201
17B2,163,11,42,52941.85431272351,13270090.606679056
17B2,163,11,48,57026.70307069216,13292737.965007175
17B2,163,11,54,61342.50969307249,13292463.989977058
17B2,163,11,68,72498.3595598425,13291750.096282754
17B2,163,12,0,842.0,628.0
17B2,163,12,6,2119.173082601255,6042.3107576578095
17B2,163,12,18,13197.287281911977,538659.8284727653
17B2,163,12,24,29541.975083391513,3946107.891138303
17B2,163,12,30,45015.331710949904,11449134.466736417
17B2,163,12,42,47921.505749478514,14641265.947202321
17B2,163,12,48,47058.870967241215,14681130.554225503
17B2,163,12,54,46176.12403176775,14687162.561317714
17B2,163,12,68,44183.49609596782,14679970.25978731
17B2,163,13,0,661.0,913.0
17B2,163,13,6,1705.5828378350475,8782.272373714317
17B2,163,13,18,11102.39899901447,769557.7262542462
17B2,163,13,24,24620.059623496792,5107968.260296352
17B2,163,13,30,36405.478405662005,12283183.313458543
17B2,163,13,42,42387.86830772104,14632768.534027116
17B2,163,13,48,44184.89603179476,14659436.987381538
17B2,163,13,54,46010.66422508125,14659581.024397975
17B2,163,13,68,50500.63579473317,14656128.46677474
17B2,163,14,0,612.0,641.0
17B2,163,14,6,1607.9725376178953,6485.4924174352645
17B2,163,14,18,10868.49501160704,619238.8171825632
17B2,163,14,24,24656.061401744308,4297918.726215992
17B2,163,14,30,36734.97839645114,10928464.716594625
17B2,163,14,42,40070.16914432942,13307952.940481788
17B2,163,14,48,40167.7694559152,13336962.325655743
17B2,163,14,54,40232.69723310271,13338152.228278007
17B2,163,14,68,40387.98684578748,13334243.047262443
17B2,163,15,0,625.0,711.0
17B2,163,15,6,1619.7186517617993,6602.11919699415
17B2,163,15,18,10705.827439667977,547002.791284286
17B2,163,15,24,24918.336161715008,3848133.7951959493
17B2,163,15,30,41238.3945110713,10930132.056049066
17B2,163,15,42,56550.85554125072,13989902.951336466
17B2,163,15,48,63191.20178781087,14031084.68706105
17B2,163,15,54,70439.19268650012,14033062.387603892
17B2,163,15,68,90176.02731530827,14032235.701434087
17B2,163,16,0,697.0,681.0
17B2,163,16,6,1806.1295843000887,6750.500308230103
17B2,163,16,18,11868.576197917646,630866.8515487092
17B2,163,16,24,26459.653832956734,4366329.707761502
17B2,163,16,30,38743.78355312105,10772888.81959755
17B2,163,16,42,42771.15177477206,12865147.555554677
17B2,163,16,48,43371.7020776939,12888777.238504004
17B2,163,16,54,43944.021203441385,12889358.666531503
17B2,163,16,68,45287.85821151721,12889284.301963994
17B2,163,17,0,637.0,778.0
17B2,163,17,6,1600.7018879361563,7298.92601222717
17B2,163,17,18,9937.431192585647,611767.1576881194
17B2,163,17,24,22239.421889108773,4153927.3750219382
17B2,163,17,30,35449.01024754927,10851037.261559423
17B2,163,17,42,49067.963041124516,13385345.869343733
17B2,163,17,48,55644.72798216449,13404460.36014234
17B2,163,17,54,63047.90376343783,13391597.85518863
17B2,163,17,68,84334.39680368535,13345243.159049308
17B2,163,18,0,604.0,845.0
17B2,163,18,6,1551.883814453047,7955.6229276898175
17B2,163,18,18,10038.424985172102,672196.1396920655
17B2,163,18,24,22511.867928528205,4554460.434769126
17B2,163,18,30,34182.80542020435,11715951.475826457
17B2,163,18,42,40023.18366684777,14354794.187919093
17B2,163,18,48,41596.43296807067,14387911.798952611
17B2,163,18,54,43179.01417787442,14390375.56738032
17B2,163,18,68,47032.64938367452,14389601.253456049
17B2,163,19,0,788.0,770.0
17B2,163,19,6,2063.5487917833607,7504.613941894881
17B2,163,19,18,13838.868119666358,676725.0157793241
17B2,163,19,24,31110.568238891246,4580894.917205857
17B2,163,19,30,46086.730439241364,11154937.932839528
17B2,163,19,42,52587.85019817522,13307244.917004911
17B2,163,19,48,54214.943295229634,13332060.69904872
17B2,163,19,54,55835.92857357198,13332294.536524309
17B2,163,19,68,59746.31662467365,13332413.324644668
17B2,163,20,0,600.0,600.0
17B2,163,20,6,1581.8458699887178,6058.448987834567
17B2,163,20,18,10780.454355387072,572462.1900618745
17B2,163,20,24,24733.11068169935,3922139.524685612
17B2,163,20,30,38200.18964482251,9901169.96928948
17B2,163,20,42,46886.34526318269,11978635.309471345
17B2,163,20,48,50244.832399017825,11936001.902236637
17B2,163,20,54,54077.39605398065,11855292.385253485
17B2,163,20,68,65837.73290105637,11604882.28752889
17B2,163,21,0,836.0,760.0
17B2,163,21,6,2128.54720908003,7574.009989852703
17B2,163,21,18,13489.191352570911,711612.7948360681
17B2,163,21,24,29336.814759080007,4777808.640189701
17B2,163,21,30,42235.31063533565,11117003.450449118
17B2,163,21,42,48199.78057017886,13016024.561250811
17B2,163,21,48,49949.37570647897,13036862.223563245
17B2,163,21,54,51716.49062525578,13036795.879303036
17B2,163,21,68,56027.95331445034,13037402.276057733
17B2,163,22,0,504.0,629.0
17B2,163,22,6,1276.9245999341615,6052.110706030635
17B2,163,22,18,8079.251117181815,539640.2277763543
17B2,163,22,24,18431.629329872245,3953055.0758426497
17B2,163,22,30,29645.244500261888,11460059.979039077
17B2,163,22,42,37688.836455456534,14646105.526209736
17B2,163,22,48,40599.8957690737,14684712.583473353
17B2,163,22,54,43683.90385724515,14689696.842655344
17B2,163,22,68,51718.863187473566,14679240.682613535
17B2,163,23,0,644.0,856.0
17B2,163,23,6,1695.8336058972557,8335.27833637404
17B2,163,23,18,11471.067000364917,743876.4489195105
17B2,163,23,24,25579.246355552466,4794708.861316586
17B2,163,23,30,37708.66089761737,10815249.709207611
17B2,163,23,42,45814.507260368315,12596363.68665591
17B2,163,23,48,48999.22353625754,12615621.26487291
17B2,163,23,54,52343.275806291545,12615315.214010473
17B2,163,23,68,60908.49376349946,12612180.800550234
17B2,163,24,0,912.0,749.0
17B2,163,24,6,2260.765303852183,7593.984283485237
17B2,163,24,18,13592.915534625423,734691.5226420711
17B2,163,24,24,28881.48731411295,5003427.753318397
17B2,163,24,30,40638.530186811135,11812732.3946109
17B2,163,24,42,43792.7036739275,13893769.705111722
17B2,163,24,48,44072.41885332616,13915673.871963257
17B2,163,24,54,44328.05901537089,13915118.933452716
17B2,163,24,68,44936.504374107586,13912198.731381841
17B2,163,25,0,442.0,716.0
17B2,163,25,6,1181.387185905623,6600.501732757428
17B2,163,25,18,8304.690945793001,539422.4630190762
17B2,163,25,24,19879.425140157222,3793205.771958093
17B2,163,25,30,33337.848437563305,10916119.063321399
17B2,163,25,42,44757.89303307989,14084654.308651904
17B2,163,25,48,49307.32205327052,14128157.212071823
17B2,163,25,54,54207.8690460047,14130574.391689135
17B2,163,25,68,67343.19089508234,14129739.259598427
17B2,163,26,0,513.0,895.0
17B2,163,26,6,1337.6640315941138,8473.877495972509
17B2,163,26,18,8912.781978174939,720419.352307393
17B2,163,26,24,20241.961360491114,4753741.381200502
17B2,163,26,30,31585.524928450133,11560770.69692139
17B2,163,26,42,42206.035780536666,13864053.166837428
17B2,163,26,48,47148.629427246604,13892005.325907202
17B2,163,26,54,52597.946134259255,13894451.626031581
17B2,163,26,68,67667.46785659464,13892538.291874358
17B2,163,27,0,620.0,656.0
17B2,163,27,6,1574.2156124785938,6399.1464591719905
17B2,163,27,18,9967.66295255235,578319.6352167875
17B2,163,27,24,22317.425484152234,3975772.4797018226
17B2,163,27,30,34932.37956945576,9991637.735657142
17B2,163,27,42,47441.632004823914,12044865.615673885
17B2,163,27,48,53499.224978428996,12055975.641746392
17B2,163,27,54,60286.47728742131,12041100.621182717
17B2,163,27,68,79658.11998732573,11997472.336035285
17B2,163,28,0,630.0,888.0
17B2,163,28,6,1593.8946103616493,8534.992973006312
17B2,163,28,18,10013.786974052799,743824.9061924818
17B2,163,28,24,22336.51789475572,4939550.259567155
17B2,163,28,30,35394.74640552621,12033111.663206855
17B2,163,28,42,51496.4569450766,14377737.77486473
17B2,163,28,48,60323.65503867544,14358973.393783811
17B2,163,28,54,70696.5997670219,14303830.557998233
17B2,163,28,68,102929.15848515656,14125347.151672931
17B2,163,29,0,543.0,669.0
17B2,163,29,6,1384.287965868736,6666.50026434565
17B2,163,29,18,8829.494169573407,629594.0283104002
17B2,163,29,24,19651.408872194315,4384428.51705767
17B2,163,29,30,29736.590906417478,10863144.138370395
17B2,163,29,42,36907.56315648358,12977531.637837056
17B2,163,29,48,39790.97322560334,12998590.791118415
17B2,163,29,54,42864.884294660755,12996438.306572327
17B2,163,29,68,50955.887634310544,12988071.473130524
17B2,163,30,0,588.0,628.0
17B2,163,30,6,1477.6332818580245,6225.767759920434
17B2,163,30,18,9188.743989570348,584375.2698506501
17B2,163,30,24,20669.427330355604,4140236.9673411604
17B2,163,30,30,33526.85866080233,10637607.493177626
17B2,163,30,42,50941.326146319145,12876075.885293536
17B2,163,30,48,60825.11959617621,12901413.753281463
17B2,163,30,54,72476.82957063933,12902532.27436747
17B2,163,30,68,108291.69203695664,12900093.68640036
17B2,163,31,0,549.0,677.0
17B2,163,31,6,1410.6314781853862,6606.707344804832
17B2,163,31,18,9135.06972338579,598355.2730439012
17B2,163,31,24,20559.573061004703,4093980.578454842
17B2,163,31,30,31983.21666514781,10131350.741272282
17B2,163,31,42,42749.704616535564,12146542.25736161
17B2,163,31,48,47783.736580289275,12169140.211412422
17B2,163,31,54,53308.18609942456,12168486.990379035
17B2,163,31,68,68433.95498800464,12166162.42549683
17B2,163,32,0,691.0,748.0
17B2,163,32,6,1846.7054648691394,6865.004569921035
17B2,163,32,18,12937.281407370507,554191.5261917425
17B2,163,32,24,30424.32124218088,3809245.8401906593
17B2,163,32,30,48333.53230818299,10534938.734370654
17B2,163,32,42,56453.44150156826,13377565.68672613
17B2,163,32,48,58016.01864583137,13415948.16590484
17B2,163,32,54,59539.58627413608,13419784.983728604
17B2,163,32,68,63162.619632934686,13419008.80290716
17B2,163,33,0,767.0,594.0
17B2,163,33,6,1974.6369671723016,5783.112580639372
17B2,163,33,18,12859.980901806519,523965.59675421915
17B2,163,33,24,29263.595471976256,3736144.0761150736
17B2,163,33,30,45567.42447826229,10089115.740001384
17B2,163,33,42,55237.9747610916,12505151.169420324
17B2,163,33,48,58356.30108556444,12529863.186447667
17B2,163,33,54,61590.62924002586,12526289.999661312
17B2,163,33,68,69809.25590209062,12511198.657079417
17B2,163,34,0,579.0,651.0
17B2,163,34,6,1526.4725986710848,6609.10542577636
17B2,163,34,18,10386.951686194072,642554.9214568755
17B2,163,34,24,23546.48907124981,4322719.016479481
17B2,163,34,30,36121.65908276798,9878431.521722438
17B2,163,34,42,49258.66159055364,11464859.581125394
17B2,163,34,48,55987.39897499226,11473537.558061287
17B2,163,34,54,63578.60788144097,11464177.27914325
17B2,163,34,68,85395.76752021349,11437050.99675346
17B2,163,35,0,479.0,620.0
17B2,163,35,6,1218.5098099703082,6101.312083159023
17B2,163,35,18,7761.002774166445,565763.7565435184
17B2,163,35,24,17610.356595264875,4071340.036446118
17B2,163,35,30,28078.45159341557,10934901.006237581
17B2,163,35,42,37870.23584320234,13474845.86699839
17B2,163,35,48,42365.11646383702,13500482.808639536
17B2,163,35,54,47331.537954252584,13498217.866152149
17B2,163,35,68,61124.156129774245,13481419.755645078
17B2,163,36,0,833.0,634.0
17B2,163,36,6,2181.3918874531487,6418.602008371022
17B2,163,36,18,14628.30928584166,625106.6027338833
17B2,163,36,24,32702.288836204818,4357882.767983559
17B2,163,36,30,47256.65372565523,10554080.546129836
17B2,163,36,42,50944.11209629363,12477510.094787702
17B2,163,36,48,51134.69989554176,12498213.107255148
17B2,163,36,54,51292.04302085087,12499524.556996377
17B2,163,36,68,51648.93982499511,12498319.99200171
17B2,163,37,0,616.0,979.0
17B2,163,37,6,1564.8861110255195,9932.850734351801
17B2,163,37,18,9849.152458544113,952374.4867939455
17B2,163,37,24,21174.88540748081,5977435.85109379
17B2,163,37,30,31232.362111107323,12410320.451427957
17B2,163,37,42,42976.957173155555,14030226.105537176
17B2,163,37,48,49310.655157737165,14034922.777546126
17B2,163,37,54,56487.589436458395,14019905.152025664
17B2,163,37,68,77150.10988408003,13979776.078905871
17B2,163,38,0,607.0,516.0
17B2,163,38,6,1558.4167621831898,5238.592527908954
17B2,163,38,18,10139.401955691112,520177.87078515784
17B2,163,38,24,23613.124459459228,3960478.3311783075
17B2,163,38,30,39741.01008665967,11280036.753186088
17B2,163,38,42,60589.829406972705,14094083.5026279
17B2,163,38,48,72022.07427270047,14124072.477385558
17B2,163,38,54,85411.35356126347,14126927.288351106
17B2,163,38,68,126028.87183200095,14117696.6351659
17B2,163,39,0,846.0,707.0
17B2,163,39,6,2101.5853620223425,7126.601104543513
17B2,163,39,18,12681.629893459394,683289.4398813003
17B2,163,39,24,26934.564506614915,4577471.446378809
17B2,163,39,30,38201.31311381605,10480716.117534012
17B2,163,39,42,43573.98168563608,12192679.78376635
17B2,163,39,48,45246.805014410995,12209835.809639376
17B2,163,39,54,46949.641416740305,12208435.514431972
17B2,163,39,68,51144.29126492215,12205566.23508104
17B2,163,40,0,693.0,501.0
17B2,163,40,6,1751.2111059150393,4817.318490490912
17B2,163,40,18,11033.388746197543,430015.6945777092
17B2,163,40,24,25309.070780144884,3277886.643737701
17B2,163,40,30,40599.60978440471,10656334.27565965
17B2,163,40,42,44053.86896737076,14444273.1018731
17B2,163,40,48,43108.529686691494,14501285.682632929
17B2,163,40,54,42118.669304651194,14509863.212646801
17B2,163,40,68,39867.08782964709,14521704.95221434
17B2,163,41,0,771.0,638.0
17B2,163,41,6,1969.1006043121847,5989.303376489212
17B2,163,41,18,12632.553902590054,507402.37175199843
17B2,163,41,24,28847.904695496916,3605776.6104962584
17B2,163,41,30,46131.18155784933,10249517.20298824
17B2,163,41,42,57634.05327994275,13081205.841980292
17B2,163,41,48,61454.78345883323,13119269.717249857
17B2,163,41,54,65408.981532529484,13121475.42371829
17B2,163,41,68,75400.83603744578,13122382.797246777
17B2,163,42,0,514.0,753.0
17B2,163,42,6,1332.0727092057082,7129.840792362321
17B2,163,42,18,8780.83871242192,611040.1439577058
17B2,163,42,24,20010.9517125712,4225875.384337787
17B2,163,42,30,31071.737729531345,11194798.794874981
17B2,163,42,42,37450.45856688,13851112.919366438
17B2,163,42,48,39423.78507523177,13884575.53679088
17B2,163,42,54,41447.207175662574,13886060.000024842
17B2,163,42,68,46503.991402770276,13886045.184306951
17B2,163,43,0,513.0,795.0
17B2,163,43,6,1314.9982134006823,7462.383587504064
17B2,163,43,18,8481.767056540411,626196.9707969995
17B2,163,43,24,19173.113211811597,4209179.4554026695
17B2,163,43,30,30297.62373149253,10716806.830638353
17B2,163,43,42,40883.36894894859,13088005.435427304
17B2,163,43,48,45762.849130312556,13117694.893005475
17B2,163,43,54,51138.85797331709,13120334.919090841
17B2,163,43,68,65980.24024086213,13118763.500238724
17B2,163,44,0,763.0,813.0
17B2,163,44,6,1942.753609859839,8150.680011068289
17B2,163,44,18,12335.828095843095,772436.7355013452
17B2,163,44,24,27197.390266366107,5128726.264424715
17B2,163,44,30,41548.28169313491,11660064.549100814
17B2,163,44,42,58043.14255672563,13541217.023840588
17B2,163,44,48,66810.21982986345,13555587.131482176
17B2,163,44,54,76778.60933093548,13548277.80186053
17B2,163,44,68,105681.41595688072,13528580.100199468
17B2,163,45,0,599.0,907.0
17B2,163,45,6,1552.25634701109,8988.823069109645
17B2,163,45,18,10179.043626293398,826280.6324641115
17B2,163,45,24,22496.82017017252,5224301.251162248
17B2,163,45,30,34188.33834543182,11224831.093425862
17B2,163,45,42,48572.20254872177,12852262.332016094
17B2,163,45,48,56476.280088107625,12864713.625202095
17B2,163,45,54,65541.98581971519,12858517.810340984
17B2,163,45,68,92141.53144967055,12840136.598187925
17B2,163,46,0,681.0,1012.0
17B2,163,46,6,1713.9443632820817,9871.230994460944
17B2,163,46,18,10603.785915884058,878240.5269006058
17B2,163,46,24,22856.378003939502,5517693.712274255
17B2,163,46,30,34112.91775583579,12011101.086055366
17B2,163,46,42,46493.268437615094,13834913.6600438
17B2,163,46,48,52934.19737984135,13842406.470588446
17B2,163,46,54,60197.06581789194,13828396.591627624
17B2,163,46,68,80995.43758625456,13783098.719692165
17B2,163,47,0,844.0,697.0
17B2,163,47,6,2177.2970391594004,6788.15426298236
17B2,163,47,18,14176.327196697053,612802.1778518087
17B2,163,47,24,31518.62457558285,4204253.941121089
17B2,163,47,30,46219.983939380356,10482147.301055806
17B2,163,47,42,50639.118035666594,12604841.92333266
17B2,163,47,48,51074.981390641915,12629908.086574396
17B2,163,47,54,51469.708878643345,12630600.381819157
17B2,163,47,68,52385.16363706547,12631640.659709437
17B2,163,48,0,885.0,629.0
17B2,163,48,6,2213.8029561389158,6235.65780266579
17B2,163,48,18,13587.787772041425,585245.3840084809
17B2,163,48,24,29583.09192130917,4144485.0601792443
17B2,163,48,30,42783.65242101336,10640130.521637036
17B2,163,48,42,45176.24040081319,12876389.056703445
17B2,163,48,48,44712.29525853084,12902124.052818576
17B2,163,48,54,44222.53571725299,12903853.670204932
17B2,163,48,68,43103.4252577311,12903117.675870394
17B2,163,49,0,645.0,963.0
17B2,163,49,6,1618.646452441748,9378.573331744816
17B2,163,49,18,9959.004762936906,830796.8378088899
17B2,163,49,24,21401.489355300233,5219289.004855046
17B2,163,49,30,31736.37096874989,11416777.38254469
17B2,163,49,42,42325.58139756387,13171889.027406488
17B2,163,49,48,47687.49897582013,13173293.29419287
17B2,163,49,54,53715.76114766581,13153126.34844758
17B2,163,49,68,70993.08233372417,13089495.86474842
17B2,177,0,0,589.0,494.0
17B2,177,0,6,1489.7105590891822,3346.2242927071547
17B2,177,0,18,9286.446734739826,145970.48914400875
17B2,177,0,24,20568.930019238927,777778.9814250085
17B2,177,0,30,31697.24315381793,2177915.888367194
17B2,177,0,42,28992.39089570569,3160616.5762313204
17B2,177,0,48,25053.33414110886,3194979.2120185727
17B2,177,0,54,21526.570895145338,3204468.4442464747
17B2,177,0,68,15020.096701021886,3215789.6113099065
17B2,177,1,0,653.0,486.0
17B2,177,1,6,1658.4056280957225,3381.1057297224606
17B2,177,1,18,10405.280732308733,155992.07278734675
17B2,177,1,24,22918.172899749523,845922.9479256177
17B2,177,1,30,34396.206096821996,2319994.9516531033
17B2,177,1,42,30404.273106858655,3250688.5801447434
17B2,177,1,48,26162.299791142334,3275471.7013697545
17B2,177,1,54,22451.534215824588,3279582.6272867452
17B2,177,1,68,15732.81393108015,3281271.7113716947
17B2,177,2,0,591.0,713.0
17B2,177,2,6,1481.9509059337695,4936.204641287344
17B2,177,2,18,9002.385398205945,221602.9962347474
17B2,177,2,24,18986.45178492184,1104925.1086702356
17B2,177,2,30,27044.421608120927,2591569.841285767
17B2,177,2,42,25791.967541088587,3331708.3481913498
17B2,177,2,48,23674.268174927936,3349459.7972076847
17B2,177,2,54,21685.166084680768,3351639.1537252436
17B2,177,2,68,17677.6600149881,3352261.094324676
17B2,177,3,0,495.0,634.0
17B2,177,3,6,1276.8502537715146,4021.800333525295
17B2,177,3,18,8267.427562731722,155014.22120971876
17B2,177,3,24,18666.66273949665,799928.2302078438
17B2,177,3,30,29191.712398576456,2313222.6667759754
17B2,177,3,42,24433.806628360748,3532902.5218688557
17B2,177,3,48,19731.019490506726,3573754.0335431234
17B2,177,3,54,15849.331932750518,3580275.696986029
17B2,177,3,68,9506.570654286355,3582266.822266239
17B2,177,4,0,575.0,729.0
17B2,177,4,6,1437.6581398675276,5066.933481888394
17B2,177,4,18,8657.318482590112,227625.0212891388
17B2,177,4,24,17946.280875023094,1115593.7646806117
17B2,177,4,30,24648.468935518682,2546896.848783525
17B2,177,4,42,21669.254301902733,3240713.7360382774
17B2,177,4,48,19079.009972969227,3260160.4133993234
17B2,177,4,54,16747.27808247654,3264852.5690801213
17B2,177,4,68,12320.527376898392,3270463.2661061366
17B2,177,5,0,666.0,771.0
17B2,177,5,6,1650.118383734239,5224.351791796003
17B2,177,5,18,9753.769037679034,224040.119733
17B2,177,5,24,20069.647364821678,1087682.0044543387
17B2,177,5,30,27428.848900289784,2508411.7631611424
17B2,177,5,42,23463.90948719358,3219165.429053449
17B2,177,5,48,20337.598133691357,3236641.7845044136
17B2,177,5,54,17590.288432449834,3239344.9955508406
17B2,177,5,68,12540.19953717952,3239873.330514934
17B2,177,6,0,553.0,689.0
17B2,177,6,6,1477.235790775449,4769.6836356404265
17B2,177,6,18,10158.860414726845,214352.61507950674
17B2,177,6,24,22537.475633137605,1076758.4203186743
17B2,177,6,30,32591.663600744938,2563267.716044353
17B2,177,6,42,29338.87293152441,3323385.4357378287
17B2,177,6,48,25944.57948847287,3342592.143480144
17B2,177,6,54,22888.53836862014,3345750.3874624684
17B2,177,6,68,17091.487247272107,3348186.4544633026
17B2,177,7,0,587.0,635.0
17B2,177,7,6,1494.0211798100615,4244.544067589901
17B2,177,7,18,9377.764113020614,179119.45976325695
17B2,177,7,24,20401.496345969837,902935.091584836
17B2,177,7,30,30313.772234176544,2270573.747084788
17B2,177,7,42,28790.21891697911,3068597.585892753
17B2,177,7,48,25951.793370919557,3089455.847411929
17B2,177,7,54,23330.850856595902,3092882.286136332
17B2,177,7,68,18199.96884355864,3093340.085581192
17B2,177,8,0,505.0,549.0
17B2,177,8,6,1349.233383153959,3705.6816618591465
17B2,177,8,18,9362.491233322096,160773.5399550074
17B2,177,8,24,21651.468016090417,849484.1541970158
17B2,177,8,30,34058.23840296267,2323020.4127636394
17B2,177,8,42,32052.490751639612,3298355.5641868394
17B2,177,8,48,28227.863655632624,3326625.4538293867
17B2,177,8,54,24765.72067261225,3331697.2116611945
17B2,177,8,68,18239.215664012467,3334660.803697114
17B2,177,9,0,518.0,624.0
17B2,177,9,6,1363.5807092121267,4229.407816429973
17B2,177,9,18,9153.673142238084,183716.56135672424
17B2,177,9,24,20539.08318183804,939911.3078430477
17B2,177,9,30,31107.140244556635,2381541.772724761
17B2,177,9,42,29952.458633544757,3214912.6915666386
17B2,177,9,48,27154.309205487032,3235923.246670707
17B2,177,9,54,24556.7523569731,3239483.0253528683
17B2,177,9,68,19427.598424442003,3239252.98224257
17B2,177,10,0,497.0,775.0
17B2,177,10,6,1290.5002473531047,4916.067678764134
17B2,177,10,18,8413.35995514131,184785.4425577565
17B2,177,10,24,18643.948621108542,887952.0895708603
17B2,177,10,30,28243.665915834892,2272908.441944268
17B2,177,10,42,25174.86764110106,3256196.2577489107
17B2,177,10,48,21285.709768894078,3306029.246824384
17B2,177,10,54,17810.651061220677,3328660.1284251753
17B2,177,10,68,11511.88366520399,3360443.109929092
17B2,177,11,0,559.0,631.0
17B2,177,11,6,1435.6749130381345,3950.534843692679
17B2,177,11,18,9205.900966478423,146915.17860600798
17B2,177,11,24,20687.93315674852,734268.4322409134
17B2,177,11,30,32721.344535136144,2059470.3746721584
17B2,177,11,42,29809.66294700104,3145948.523555195
17B2,177,11,48,25119.61394253435,3194446.992120328
17B2,177,11,54,20985.13767123183,3210479.177569711
17B2,177,11,68,13645.88354809265,3229058.0060638636
17B2,177,12,0,585.0,818.0
17B2,177,12,6,1508.659246693536,5199.065030108921
17B2,177,12,18,9680.728048055502,198377.26685759804
17B2,177,12,24,21077.59833263156,964399.5515675222
17B2,177,12,30,30645.135188652486,2441825.067456631
17B2,177,12,42,25178.93191876136,3385832.286304034
17B2,177,12,48,20769.97212269713,3413308.160682584
17B2,177,12,54,17078.358294927286,3418166.4231966087
17B2,177,12,68,10824.586600525152,3418321.158955089
17B2,177,13,0,544.0,556.0
17B2,177,13,6,1397.1648222985639,3624.7295019713174
17B2,177,13,18,8944.503659870606,143724.48513103928
17B2,177,13,24,19901.087154366345,717896.806638754
17B2,177,13,30,30696.70300684237,1945327.749105583
17B2,177,13,42,26915.702198759835,2919876.289087953
17B2,177,13,48,22149.481141379445,2983925.1192211667
17B2,177,13,54,17931.547646645617,3018088.742039245
17B2,177,13,68,10563.099010059621,3070428.048779959
17B2,177,14,0,720.0,657.0
17B2,177,14,6,1783.9820895937692,4284.426020402282
17B2,177,14,18,10595.096781488988,172381.23799088883
17B2,177,14,24,22318.105864369332,860272.2814724259
17B2,177,14,30,31556.27063439849,2203983.1691609207
17B2,177,14,42,24895.517486515535,3044462.3457001415
17B2,177,14,48,20194.403875767606,3068479.9253596603
17B2,177,14,54,16324.733720530974,3072209.662663273
17B2,177,14,68,9937.92719170648,3073368.3229574617
17B2,177,15,0,670.0,543.0
17B2,177,15,6,1682.9870858912232,3448.5536881532244
17B2,177,15,18,10357.930629679837,132738.61930332452
17B2,177,15,24,23021.096895546478,688945.1842039777
17B2,177,15,30,36126.33501313336,2060235.364519265
17B2,177,15,42,29504.594361442636,3297369.3280388014
17B2,177,15,48,23058.382437332806,3355989.832722859
17B2,177,15,54,17821.500296998005,3374892.8759017736
17B2,177,15,68,9635.537743894685,3395972.0165498406
17B2,177,16,0,544.0,483.0
17B2,177,16,6,1381.6068097694988,3386.0367106012463
17B2,177,16,18,8656.053369307536,156318.6075906196
17B2,177,16,24,18952.601650223256,817839.9743194877
17B2,177,16,30,28623.285807450717,2098262.03681413
17B2,177,16,42,28516.95289935014,2847820.155070478
17B2,177,16,48,26339.09431683572,2871998.49257964
