Population,F.sanfranciscensis,L.brevis,L.plantarum,C.paralimentarius,A.malorum,S.cerevisiae,W.anomalus,K.humilis,K.servazzii
M24,0.0,5319343.430739005,17269593.579677533,626.7634305146368,1.575102230751053e-13,19.3857110300166,10675684.622341849,1560235.4637653842,6.096991403606265e-07
M25,0.0,3747096.495061611,13201452.091892648,8972659.907403432,6.253693211813601e-07,2561962.0508676795,0.023688993763544157,552916.4496305569,5.834726148526152e-17
M26,0.0,5361663.580282737,14338184.461476924,7029315.451086795,4.1012094648456813e-07,2456486.668801812,4458541.58306858,0.008992828696748638,3.4028579507372575e-26
M27,0.0,1366023.0754248307,21516055.230452247,11703266.344271595,2.970710914720319e-07,2113100.357858745,113076.10897102846,337.64389210652433,5.38261797796483e-17
M28,0.0,5342364.2911294075,18084313.546304367,2459408.4815804902,2.3120363161457507e-07,1637600.1566126184,6979841.534718253,0.09360059961466916,1.264905304676282e-27
M29,0.0,4581714.080218163,23637939.774098694,2.00279543139764,4.732184941066763e-07,2.278317651629356e-06,5592599.510019025,3053990.847492879,3.689474084830376e-36
M30,0.0,5168910.476373145,18660469.92157629,1711494.5244476728,4.6487473965501285e-07,0.01845530106741027,9319503.196906088,1413792.707509276,1.7998137240237042e-32
M31,0.0,4251300.007749222,22027488.84335727,5771453.870753667,5.499085991266107e-07,2596842.663103449,4270147.962681788,0.0032783704360124714,1.891874893521844e-29
M32,0.0,6014491.069829749,21841125.376904327,397400.074681453,4.0598499923028845e-15,1154259.132775675,8582307.154542424,55900.28368569525,1.6692941818384786e-06
M33,0.0,4383368.644511649,23759941.85790349,4350131.1139613325,2.9948925202102063e-07,1463485.8872945867,7903399.767929078,32223.64146671605,1.989198042244754e-33
M34,0.0,2597033.5084789647,15831636.70479519,5098148.608856803,2.1666216457085413e-09,1005154.9909787118,5987673.428805907,1166867.4279079621,2.443250446911114e-10
M35,0.0,5499813.023532389,19907643.22805636,617102.9490673945,3.7221035529834447e-07,1886668.4155779355,6946949.919121958,450829.0030436797,9.217504478013085e-15
M36,0.0,5747076.450787303,23780019.844772633,601888.0178001311,1.1560501791125434e-07,1702289.937488306,7587495.316656052,171.03356889282668,5.604389582133348e-07
M37,0.0,2864423.7016221103,21730122.77433584,7747979.995615867,1.0289562858106068e-10,2462598.672049844,3749603.2329294393,39.73178251334367,3.0572608633835624e-09
M38,0.0,4367083.526762513,17357907.713930197,3730105.3444100483,7.184478247726156e-07,1456445.4555994105,4439517.072877258,824347.4210006277,3.574204598212416e-17
M39,0.0,4096199.549147401,24492083.370736137,4701385.681483352,4.465373153245837e-07,2751762.9182461295,2010305.3308925068,0.7214503193914049,3.8638397942133035e-17
M40,0.0,4284849.881370871,20485165.21781619,9315963.781970665,3.391210483886462e-07,2575021.209879735,572314.1128030736,0.00033474322125541696,1.9360051208365003e-19
M41,0.0,4439436.701021182,15068393.622530172,8582559.488039952,8.343749510574499e-07,2422797.5582704637,34810.196049579055,542716.9534214986,1.1314457469202666e-13
M42,0.0,4150173.1816322096,24348159.52148386,5500140.418354421,3.4593446938446226e-07,2302238.753839886,5083356.35911159,0.0002631992787981842,3.8279942311713883e-13
M43,0.0,3017695.9887102214,16092117.495614467,7562732.347712077,7.715903699135353e-11,2637297.0146449753,3756465.0898699057,0.0018384797325404758,3.453846577166636e-19
M44,0.0,3494304.839351623,22312361.778880946,2821054.307840704,4.577175964371912e-09,0.5895749846800662,7357729.689574823,1614013.1649671465,8.399820304185747e-07
M45,0.0,2963743.75294436,23093139.613394324,835.1915657949081,1.1405334386484608e-06,0.011944375401735246,7265962.792652987,1808559.693208674,3.491109593291055e-24
M46,0.0,5546646.768935977,19439613.47506481,9137234.58593688,3.0772758877810284e-07,2171277.8567476897,12377.506427216676,427156.50113749324,3.1670503837386687e-22
M47,0.0,5437877.277473929,21557332.223620865,4430775.85509716,2.7336614732045704e-07,2011886.9203034109,5896550.904653111,209584.50143753443,1.0816144839001463e-36
M48,0.0,4590955.684598321,22637490.69530295,4798433.5992281595,1.3098492190077432e-06,2248387.080752363,2407951.255676201,43939.042606562776,4.7698894003493844e-20
