Population,F.sanfranciscensis,L.brevis,L.plantarum,C.paralimentarius,A.malorum,S.cerevisiae,W.anomalus,K.humilis,K.servazzii
M0,0.00036674522689221067,3896160.6567657883,22294954.286643133,8114325.255672671,0.0,2528443.474404295,1.0258006838396987e-07,1.2909654766793998e-06,4.0800495100628134e-17
M1,3.096166700624812e-08,4725839.455946795,21643653.969520282,7828237.349977417,0.0,1848681.04879322,5064133.799862613,0.48054177921473507,1.061601690576189e-11
M2,2.201709237004205e-09,3614931.060931902,20989313.13852008,6975241.753023866,0.0,2418819.945798123,199.39920651368664,1253477.5025097153,1.2145914404169473e-11
M3,1.1597169446153629e-07,4461422.799448586,22886951.5632685,6780759.394892926,0.0,2312817.2083847024,93761.01773233885,734499.2387877931,3.110770723217079e-08
M4,0.6886075922901412,3411544.104882449,25034762.523510855,9039529.696245259,0.0,2190649.476563619,480704.5404241959,8468.715297003702,3.572408080123343e-11
M5,2.8859120405898935e-05,3981253.548815639,23080758.725602422,7953229.084701307,0.0,2595279.7152010603,2.869583126242536e-07,0.11633013226072442,1.1246504314939557e-20
M6,1.3947391931099152e-09,3635683.5300973356,25598362.147737227,151.4362035840869,0.0,1147.9051175378988,5443311.325855056,2475622.3403896936,6.635636828833149e-07
M7,0.002809209363092541,4904897.154658185,18777955.012533315,4028210.554921258,0.0,2327320.5205174163,5675029.203626666,169.356520656142,1.4285178171472746e-06
M8,0.007731705901518277,4967004.214329635,19171265.919686943,3289258.426507791,0.0,2221140.4024092886,7569494.211503021,47.95181766210224,6.582466538202837e-07
M9,3.025326689314968e-10,3509156.359843886,15777528.909276243,4774363.95970982,0.0,2091670.7938210696,6036345.141578048,620892.3789965137,9.488078602379386e-13
M10,8.328422677549684e-05,5036325.999172965,15913707.632307032,4577707.4809341105,0.0,842755.6971292964,6946746.488652841,367631.39859390573,1.2961480337382597e-11
M11,0.00011464360467630949,5003414.876820008,23893262.085444022,7305722.172364225,0.0,2611211.4864805946,3286238.438844653,5.577956386392313e-10,1.0956892850196772e-10
M12,1.7950893668959526e-11,3055930.183058626,17504791.165304586,8712165.233949345,0.0,2508635.555222427,810383.4706078523,7.632262196129543e-05,1.0318686248929691e-16
M13,3.348188319338315e-08,6492405.874051949,18305961.320193652,4051685.7679249095,0.0,2061166.328208799,6048765.81882357,952.5906622646783,2.046056883443083e-06
M14,0.011640674613528284,4930826.9438280165,25675524.881993942,5.738069533081382,0.0,394108.4785668378,8175545.508252535,1197752.679904513,5.799611904067632e-07
M15,5.830311495691945e-08,3054549.7125146934,18027256.99154284,8543191.959176026,0.0,2304890.021491741,5260.890414183774,720074.4079466843,8.58285136578742e-14
M16,3.386077126379214e-11,4567128.382924809,12926062.869444683,10891935.790003566,0.0,2500393.5652444814,74098.72408844843,38389.19809649962,1.8895919838817692e-09
M17,18.511732517871973,5932804.753872966,18908493.800798103,6115435.637439069,0.0,2378908.319452653,3715941.3832373125,55312.5297037305,4.866227284872654e-07
M18,0.13274402191803286,2507597.061521125,23171127.08423676,7720577.99845092,0.0,2538473.7771058683,2608367.6255152496,57424.58715508488,4.432551994961315e-10
M19,5.513656852269536e-06,4222076.150198414,19777439.811301153,4896238.698005662,0.0,1692762.1212703006,6534103.988898278,89518.52612226413,2.955032634964207e-11
M20,2.164227829123575,5485623.846161147,21091657.767981127,6549124.076377423,0.0,1903442.7468486857,4969982.7093541715,40.209172608559385,4.045823910944972e-13
M21,2.1974978780532247e-13,3979271.4938680157,19799868.65656457,3835200.182138546,0.0,2308603.839716077,4677244.889683609,94376.28268774181,2.3815790305308215e-07
M22,1.8821082542891047e-11,4814326.198065755,24388939.509969916,7009197.867835711,0.0,2347574.0970107038,887681.1787596467,0.004272469993992726,2.0303461824797727e-15
M23,8.898270977712606e-06,2360596.149034295,23385893.952073894,7123854.124027179,0.0,2106269.345380815,3306033.5383309876,0.00012561721859362856,6.363453211961228e-07
M24,0.006455000699136553,5319317.167408068,17269590.035889033,723.5205216333925,0.0,22.67149633878757,10675455.58378098,1560259.0133749212,7.785520324949549e-07
M25,0.0026995826243303277,3739317.5469541373,13226183.646200266,8932793.177036282,0.0,2547577.1807776974,0.02264211832671601,575447.427320477,1.67307144797165e-16
M26,7.135498258992077e-09,5361649.3618622385,14338163.772597482,7029335.850972291,0.0,2456480.500781545,4458517.717192806,0.008786750673569899,2.6672541891210833e-12
M27,0.00020042234946729182,1365621.0372914192,21516467.258935217,11704203.427757297,0.0,2113069.135634872,111966.45461441907,322.58970182507954,1.0766415170358025e-15
M28,9.925680069958146e-06,5337001.89995627,18066464.650679365,2518484.1690140753,0.0,1632261.8478383159,6988912.6172045665,0.05962657649296482,4.867216879140743e-07
M29,1.2855007716179942e-18,4581714.07933673,23637939.76766395,2.6495510767420978,0.0,4.152551718540488e-06,5592599.207257865,3053990.743552294,6.287997080497691e-07
M30,7.376886319878854e-15,5139449.022531053,18699916.865234483,1780752.6290574456,0.0,0.025626899650780466,9264385.616395632,1420415.2663936634,5.726004331752329e-07
M31,1.9899407589957144e-10,4251207.940926085,22027558.87086537,5771627.646391449,0.0,2596813.01898147,4270078.399497421,0.002074628494571839,2.5530538607120897e-07
M32,7.255687035317314e-14,6016058.826294416,21799423.948679265,449237.0692417315,0.0,1154224.306974622,8582089.55412426,54676.325963282885,3.082377733360347e-07
M33,0.004126250950140065,4383727.390475516,23760699.509409398,4348124.332127406,0.0,1463217.45920925,7904059.96160516,32409.51478813113,7.566733199543681e-07
M34,2.233974604213025e-05,2597188.4024221115,15832236.39979075,5098115.117574735,0.0,1005194.9075691842,5989004.430326973,1167175.235653875,2.5558855323354445e-11
M35,0.013972376205121703,5487524.251123094,19907083.218177717,656662.9549932387,0.0,1887371.4174765423,6919341.065628679,452905.49941297254,1.8041482988917888e-06
M36,1.2775880454495853e-08,5736457.152120072,23711591.347073007,700453.0979349163,0.0,1710403.6776402679,7505264.72293788,176.3192517090335,3.060869855721475e-07
M37,9.768217214458297e-06,2865001.5085950783,21732028.81107841,7748797.329112052,0.0,2463637.479892336,3751211.1266959733,30.663848105671555,3.75121226223184e-07
M38,0.01540034692235046,4366195.366804957,17356932.839142803,3729807.2696999987,0.0,1456069.8515169735,4438411.317380624,824308.5802238609,1.7563714630030496e-12
